date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2025-06-21 00:00:00+00:00,,6538.456418499922,3351.2215833291184,9733.921720652292
2025-06-21 01:00:00+00:00,,4474.941965426452,1294.7588720179579,7667.132396938134
2025-06-21 02:00:00+00:00,,3837.1474068559837,654.5943023590962,7028.864477680469
2025-06-21 03:00:00+00:00,,3869.9853171929926,685.8319474863601,7068.847212059052
2025-06-21 04:00:00+00:00,,1939.955845495425,-1251.0264516110128,5128.027296642183
2025-06-21 05:00:00+00:00,,1688.4823774125193,-1498.9582781797408,4876.063442431058
2025-06-21 06:00:00+00:00,,2017.468905784237,-1165.7921453303497,5211.224102256421
2025-06-21 07:00:00+00:00,,2081.950072418039,-1100.2899338189272,5271.991062285013
2025-06-21 08:00:00+00:00,,1121.6126602020581,-2061.1586010697465,4313.604433892001
2025-06-21 09:00:00+00:00,,-44.37655267757691,-3236.1987424654253,3143.059873036329
2025-06-21 10:00:00+00:00,,-151.0107712484487,-3344.9633375839567,3033.674655025424
2025-06-21 11:00:00+00:00,,101.70052650942398,-3087.9464662951823,3285.8729857558255
2025-06-21 12:00:00+00:00,,-394.5491745382751,-3580.8182975300588,2794.6637130654317
2025-06-21 13:00:00+00:00,,-330.1017427787274,-3520.2514200177975,2856.606049423657
2025-06-21 14:00:00+00:00,,-699.2706314360084,-3886.061052932291,2486.417269031192
2025-06-21 15:00:00+00:00,,-91.24681850775869,-3278.0808012645466,3101.244630500666
2025-06-21 16:00:00+00:00,,489.4314557577636,-2698.532919183719,3682.0562672099704
2025-06-21 17:00:00+00:00,,1531.870914427809,-1656.1775642512503,4725.466090111023
2025-06-21 18:00:00+00:00,,2397.895563377127,-786.5153589941101,5591.0649402008185
2025-06-21 19:00:00+00:00,,2778.914204797355,-404.71084845430505,5967.644212366819
2025-06-21 20:00:00+00:00,,4469.091841981451,1286.2025043709455,7657.097644032943
2025-06-21 21:00:00+00:00,,4499.361179393161,1312.9223314774076,7691.832837476161
2025-06-21 22:00:00+00:00,,5119.977143430711,1936.4154373061237,8312.154836710612
2025-06-21 23:00:00+00:00,,5072.264425353545,1888.463742759187,8266.868876187575
2025-06-22 00:00:00+00:00,,4384.456260992179,1198.4591202372753,7575.841439734762
2025-06-22 01:00:00+00:00,,4152.81354820209,964.2284187993068,7349.1437110713
2025-06-22 02:00:00+00:00,,4093.272968280951,906.9232213696023,7281.020759052318
2025-06-22 03:00:00+00:00,,4927.232052189628,1744.603094467369,8118.198163630569
2025-06-22 04:00:00+00:00,,4799.175756730591,1612.5350056173957,7984.384638683188
2025-06-22 05:00:00+00:00,,4938.434714057602,1749.3116610033512,8126.27467345892
2025-06-22 06:00:00+00:00,,4651.141126844131,1463.3572735294792,7838.42369221438
2025-06-22 07:00:00+00:00,,3340.0305539129904,157.0947065315895,6528.314588465648
2025-06-22 08:00:00+00:00,,3106.676543348377,-78.03132636271403,6294.294208250818
2025-06-22 09:00:00+00:00,,3125.6981246954347,-63.02188183315411,6309.629026044365
2025-06-22 10:00:00+00:00,,4282.474684834726,1099.3147917828865,7468.77203452261
2025-06-22 11:00:00+00:00,,4200.435578431581,1012.2988275622533,7384.1145847040925
2025-06-22 12:00:00+00:00,,5801.172976818318,2614.723677520896,8984.92498858898
2025-06-22 13:00:00+00:00,,4965.111619548414,1778.0391526367334,8153.176377337536
2025-06-22 14:00:00+00:00,,5290.431150170109,2107.250149511397,8480.109577055498
2025-06-22 15:00:00+00:00,,4862.41009246448,1673.426115447492,8049.43249990346
2025-06-22 16:00:00+00:00,,6173.61585797272,2982.6119491473623,9360.770784721448
2025-06-22 17:00:00+00:00,,5043.320848842825,1848.6295988690463,8235.03714096615
2025-06-22 18:00:00+00:00,,4885.716408344738,1697.8944121852692,8072.266180411798
2025-06-22 19:00:00+00:00,,2310.7099253751685,-875.9520127370251,5503.388115135107
2025-06-22 20:00:00+00:00,,919.2683670313636,-2263.1408952460615,4106.792006575095
2025-06-22 21:00:00+00:00,,-277.09835801304234,-3457.5073028820407,2913.760593782604
2025-06-22 22:00:00+00:00,,2377.170130587098,-807.4033585051993,5563.96406734487
2025-06-22 23:00:00+00:00,,3222.5804577439694,21.276631640027517,6418.121674490916
2025-06-23 00:00:00+00:00,,3432.114267624258,247.36449057559457,6624.87779444146
2025-06-23 01:00:00+00:00,,3170.9579410315246,-12.668368312101848,6359.846931416117
2025-06-23 02:00:00+00:00,,2734.3280199037795,-447.2559670785713,5921.612903045808
2025-06-23 03:00:00+00:00,,2692.9253185758084,-489.4108369903943,5888.195646598765
2025-06-23 04:00:00+00:00,,1542.8241431096149,-1647.6506983552044,4733.120644989903
2025-06-23 05:00:00+00:00,,1664.2290373017,-1531.3855660216059,4849.894162187207
2025-06-23 06:00:00+00:00,,2267.583170349245,-926.0442760858878,5454.055204253177
2025-06-23 07:00:00+00:00,,3409.6489770059216,214.73556263757928,6598.0998670708
2025-06-23 08:00:00+00:00,,4906.505196482567,1715.2776716465046,8094.735896924946
2025-06-23 09:00:00+00:00,,6203.111559968093,3010.659391070458,9389.483340364506
2025-06-23 10:00:00+00:00,,7078.563198898533,3887.483626753323,10263.8851768251
2025-06-23 11:00:00+00:00,,7789.685757315712,4599.1138047792165,10977.616879517314
2025-06-23 12:00:00+00:00,,8745.791106622268,5556.44989240354,11932.915773755973
2025-06-23 13:00:00+00:00,,8827.915668153984,5643.4761289595635,12016.335556503665
2025-06-23 14:00:00+00:00,,8315.030912596518,5128.301312415702,11503.743933437334
