date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2025-03-16 17:00:00+00:00,6559.0,5723.051132230724,5417.23397594174,6028.4418594605395
2025-03-16 18:00:00+00:00,6663.75,5647.366113548986,5342.128767050191,5952.40794874525
2025-03-16 19:00:00+00:00,6490.5,5488.071479965303,5182.039386398861,5793.275795407658
2025-03-16 20:00:00+00:00,6419.5,5253.5058790947705,4948.089968260627,5558.728010077216
2025-03-16 21:00:00+00:00,6446.25,4984.333957684348,4679.151904625221,5289.78118942424
2025-03-16 22:00:00+00:00,6373.0,4733.055693397629,4427.7350832820275,5037.788893631057
2025-03-16 23:00:00+00:00,6159.75,4542.296988423621,4236.2834035214255,4846.968514467018
2025-03-17 00:00:00+00:00,5874.5,4589.43474789047,4283.888324412147,4894.333332589529
2025-03-17 01:00:00+00:00,5798.5,4807.690987991791,4501.006585102972,5111.680716768514
2025-03-17 02:00:00+00:00,5848.5,5204.347628148877,4898.023576861926,5508.659446733193
2025-03-17 03:00:00+00:00,6071.5,5723.845520168388,5417.623375666604,6028.754560469024
2025-03-17 04:00:00+00:00,6549.0,6333.436891148729,6027.02269911489,6637.9929006610155
2025-03-17 05:00:00+00:00,7699.5,6949.371542750253,6643.137034446946,7253.778196119417
2025-03-17 06:00:00+00:00,8576.25,7494.172186101748,7188.118849504448,7799.073219986497
2025-03-17 07:00:00+00:00,9184.5,7832.082206976959,7526.028565035395,8136.72287974173
2025-03-17 08:00:00+00:00,9186.75,7947.4246498068205,7640.721020147999,8252.40936399122
2025-03-17 09:00:00+00:00,9096.25,7877.962156871146,7572.393442554589,8182.476520417915
2025-03-17 10:00:00+00:00,8858.75,7699.92423000394,7394.553772464272,8005.209544048888
2025-03-17 11:00:00+00:00,8728.75,7499.813522381863,7194.726544193537,7804.574371715691
2025-03-17 12:00:00+00:00,8630.5,7322.504958841004,7016.909116709972,7627.4343973764635
2025-03-17 13:00:00+00:00,8183.0,7164.184360794591,6858.14240487572,7469.267610857375
2025-03-17 14:00:00+00:00,7827.5,7017.215934561974,6711.414405232451,7321.799248228766
2025-03-17 15:00:00+00:00,7669.75,6928.467622733621,6622.489012548337,7233.561812543889
2025-03-17 16:00:00+00:00,8163.0,6932.0243347749665,6625.87248518322,7236.021558121129
2025-03-17 17:00:00+00:00,8416.25,6999.860547772472,6693.145773093496,7303.588345344945
2025-03-17 18:00:00+00:00,8498.0,7045.72162865444,6739.018668008256,7348.967829357203
2025-03-17 19:00:00+00:00,8203.5,6991.699230095924,6685.313206654907,7296.125309909508
2025-03-17 20:00:00+00:00,7818.25,6835.4596286576325,6528.50041894107,7139.457523204158
2025-03-17 21:00:00+00:00,7395.0,6630.501419501093,6324.506938060201,6935.686496695709
2025-03-17 22:00:00+00:00,7013.0,6419.7648990774105,6113.376659095498,6724.608068671147
2025-03-17 23:00:00+00:00,6642.0,6245.361167649593,5939.247437862942,6550.43131181247
2025-03-18 00:00:00+00:00,6454.75,6166.227524319944,5859.584336842586,6470.931970827193
2025-03-18 01:00:00+00:00,6337.0,6193.198521492239,5886.766902297277,6497.531791052937
2025-03-18 02:00:00+00:00,6381.5,6378.224530949618,6071.880466191786,6683.007345591119
2025-03-18 03:00:00+00:00,6645.0,6705.589572923188,6399.585750202322,7010.330179691384
2025-03-18 04:00:00+00:00,7169.5,7136.392043357193,6829.826376894332,7440.56905063862
2025-03-18 05:00:00+00:00,8065.0,7614.775089074014,7307.759175268424,7918.553952485276
2025-03-18 06:00:00+00:00,8787.0,8026.543339118025,7719.397147848089,8331.335886691722
2025-03-18 07:00:00+00:00,9431.0,8218.812232428525,7912.516216382653,8523.343596933739
2025-03-18 08:00:00+00:00,9271.25,8153.646208092775,7848.498406048782,8459.437586286638
2025-03-18 09:00:00+00:00,9253.0,7880.139405949484,7575.783264598689,8185.567824027747
2025-03-18 10:00:00+00:00,9002.25,7485.601177179724,7180.450743252287,7790.694855022954
2025-03-18 11:00:00+00:00,8754.25,7048.5629411111495,6743.221783160965,7354.466458351121
2025-03-18 12:00:00+00:00,8520.75,6647.780673495421,6342.308075008697,6953.125715101668
2025-03-18 13:00:00+00:00,7883.0,6359.4622904454145,6053.709213954523,6664.824199212327
2025-03-18 14:00:00+00:00,7697.75,6205.555943487549,5899.961141470567,6510.274138004209
2025-03-18 15:00:00+00:00,7532.75,6197.264852910535,5891.326888591851,6501.594546069689
2025-03-18 16:00:00+00:00,7991.0,6336.789760816445,6030.484753173705,6641.082311760276
2025-03-18 17:00:00+00:00,8340.75,6582.051973910909,6275.401471938356,6885.838221963495
2025-03-18 18:00:00+00:00,8252.75,6784.342898105037,6477.29373669795,7088.59220634585
2025-03-18 19:00:00+00:00,7965.25,6839.186047624209,6531.717181594207,7143.291576807952
2025-03-18 20:00:00+00:00,7692.0,6746.17510120859,6439.54810337479,7050.903378862972
2025-03-18 21:00:00+00:00,7308.0,6554.523175559041,6248.502080340091,6859.4150079836345
2025-03-18 22:00:00+00:00,6928.5,6325.4765088511485,6019.815900435778,6630.402404061721
2025-03-18 23:00:00+00:00,6580.75,6121.727130558689,5815.759619952401,6426.93727952931
2025-03-19 00:00:00+00:00,6308.25,6016.652701770461,5710.599518634763,6321.064284232515
2025-03-19 01:00:00+00:00,6265.5,6043.9914880721635,5738.167851463971,6348.607937569618
2025-03-19 02:00:00+00:00,6356.75,6231.6422711499,5925.486632474693,6536.212138579121
2025-03-19 03:00:00+00:00,6622.25,6559.47821804403,6253.269405049582,6863.879071594511
2025-03-19 04:00:00+00:00,7055.0,7000.244319170181,6694.011647814401,7304.289837489876
2025-03-19 05:00:00+00:00,8002.75,7510.659083113586,7204.298223596818,7814.934093468086
2025-03-19 06:00:00+00:00,8729.25,7952.215474784591,7646.274239149379,8256.75607557534
2025-03-19 07:00:00+00:00,9396.5,8149.908059702227,7844.113143354888,8455.024318272152
2025-03-19 08:00:00+00:00,9328.5,8073.733683346503,7767.921133241064,8379.370745983568
2025-03-19 09:00:00+00:00,8978.5,7798.277037012651,7494.089239025768,8105.162039021319
2025-03-19 10:00:00+00:00,8817.0,7423.789947554181,7119.375283861093,7729.866335871515
2025-03-19 11:00:00+00:00,8784.75,7032.49213183006,6727.92986025587,7338.250085104773
2025-03-19 12:00:00+00:00,8517.5,6689.443740908816,6384.060529293092,6995.690160536121
2025-03-19 13:00:00+00:00,7961.25,6449.999348154988,6145.417782265808,6756.495889332254
2025-03-19 14:00:00+00:00,7709.75,6328.167662919513,6022.692022161774,6633.55971808712
2025-03-19 15:00:00+00:00,7638.0,6305.247532581192,5999.174180659279,6611.206725759592
2025-03-19 16:00:00+00:00,7966.0,6409.268329135828,6103.684202872487,6714.240945007849
2025-03-19 17:00:00+00:00,8241.25,6616.779280110924,6311.821495390542,6922.675436897339
2025-03-19 18:00:00+00:00,8404.0,6777.294198269215,6471.477143517258,7081.67840301535
2025-03-19 19:00:00+00:00,7904.0,6767.612192013225,6461.638679732804,7071.7743945316015
2025-03-19 20:00:00+00:00,7503.5,6608.820664511213,6303.156178274582,6913.221875818228
2025-03-19 21:00:00+00:00,7036.25,6378.826265544016,6073.292315390414,6683.778695763363
2025-03-19 22:00:00+00:00,6602.25,6123.438252369486,5817.9684027587855,6428.487014329205
2025-03-19 23:00:00+00:00,6332.5,5897.373821320344,5591.727417606254,6202.811511750366
2025-03-20 00:00:00+00:00,6082.5,5771.499398556225,5466.241581090053,6076.524483495913
2025-03-20 01:00:00+00:00,5980.0,5775.9209336260155,5470.156413141247,6080.579528740747
2025-03-20 02:00:00+00:00,6054.25,5942.519407290447,5636.436050092519,6246.914472645642
2025-03-20 03:00:00+00:00,6238.75,6252.701860766243,5946.001574563874,6556.770904801674
2025-03-20 04:00:00+00:00,6722.75,6661.806868238966,6355.177093323784,6966.17647101473
2025-03-20 05:00:00+00:00,7740.25,7135.184853280092,6828.3967291535555,7439.482206452529
2025-03-20 06:00:00+00:00,8778.5,7587.280271204518,7281.333269065388,7892.317598736292
2025-03-20 07:00:00+00:00,9334.25,7875.1216451432,7569.807332650014,8180.45920164833
2025-03-20 08:00:00+00:00,9370.25,7949.7175170171395,7644.102240811693,8255.393787928462
2025-03-20 09:00:00+00:00,9116.25,7832.777299121937,7529.037327549281,8139.5536456685095
2025-03-20 10:00:00+00:00,8461.5,7549.249398135603,7245.20174631976,7856.095969960158
2025-03-20 11:00:00+00:00,8219.25,7164.94914711759,6860.317563021853,7471.397457796536
2025-03-20 12:00:00+00:00,8109.0,6778.664462271926,6473.627141266228,7084.263057394579
2025-03-20 13:00:00+00:00,7739.75,6459.706309318185,6154.177121004199,6765.3319399322
2025-03-20 14:00:00+00:00,7635.25,6253.384728723143,5948.58651120895,6558.872934073819
2025-03-20 15:00:00+00:00,7705.25,6186.979867723912,5882.129540350311,6493.237927409895
