date,biomass_50hz_actual,gas_50hz_actual,hard_coal_50hz_actual,lignite_50hz_actual,oil_50hz_actual,other_fossil_50hz_actual,renewables_50hz_actual,waste_50hz_actual,biomass_50hz_fitted,gas_50hz_fitted,hard_coal_50hz_fitted,lignite_50hz_fitted,oil_50hz_fitted,other_fossil_50hz_fitted,renewables_50hz_fitted,waste_50hz_fitted,biomass_50hz_lower,gas_50hz_lower,hard_coal_50hz_lower,lignite_50hz_lower,oil_50hz_lower,other_fossil_50hz_lower,renewables_50hz_lower,waste_50hz_lower,biomass_50hz_upper,gas_50hz_upper,hard_coal_50hz_upper,lignite_50hz_upper,oil_50hz_upper,other_fossil_50hz_upper,renewables_50hz_upper,waste_50hz_upper
2025-07-14 00:00:00+00:00,,,,,,,,,921.1332836770654,855.6953586374333,136.72326650866586,5630.495589020687,367.9664847401376,5.9466871327291955,335.27438810224055,324.8968449003831,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 01:00:00+00:00,,,,,,,,,968.358969558904,854.3576220683312,131.17855369109935,5547.444118813547,362.6940769171992,-0.919008595570908,353.0132816451004,346.22016303009593,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 02:00:00+00:00,,,,,,,,,961.8294310887957,876.6473272784706,190.89784102301275,5543.313202663239,363.88459589235936,-1.9726574567726587,322.6076516753252,338.5388031311269,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 03:00:00+00:00,,,,,,,,,974.0772467050593,941.0038468137938,208.4437596501942,5558.133665965865,362.3792413491286,1.851149843464377,518.6192021493606,307.2032116039818,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 04:00:00+00:00,,,,,,,,,986.9349998797643,1062.332326784382,434.0988014072587,5842.516522086464,354.29425171560257,12.702942287006863,1432.2580431548677,349.1758576882039,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 05:00:00+00:00,,,,,,,,,990.0525816842237,1044.867012974477,448.9903218202278,5790.439275933135,363.92942357208926,12.361443963416122,1315.9498139845555,356.2652806356656,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 06:00:00+00:00,,,,,,,,,992.0927655292849,970.6741967501877,353.3593889006926,5508.514839402311,368.05702075882283,12.552929280800399,998.0590379418505,327.83128892668276,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 07:00:00+00:00,,,,,,,,,978.0352697117149,959.6335611020266,245.96301473006818,5525.909935550719,369.0324812284926,7.765391173379939,507.46303873606246,318.30738666514605,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 08:00:00+00:00,,,,,,,,,954.9624135279038,926.9494604274697,365.70196818159957,5330.04807239858,372.0420399215587,5.786566899924999,337.7624618021831,277.5001822245222,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 09:00:00+00:00,,,,,,,,,975.9708124840006,830.1888824741179,305.7304892084402,5167.484183200413,369.0355631363487,6.921059349134033,185.52541677094194,267.1890155176204,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
2025-07-14 10:00:00+00:00,,,,,,,,,984.1615059066371,882.3249104483152,207.91145139700996,5192.279783949039,359.750311213935,5.960637217828719,227.53085651668977,314.04137910742196,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734,947.9621056547619,1551.0172172619048,463.93212301587306,4666.34996031746,355.4245238095238,57.60995535714286,517.1663988095238,349.82471230158734
