date,biomass_rte_actual,gas_rte_actual,hard_coal_rte_actual,oil_rte_actual,renewables_rte_actual,waste_rte_actual,biomass_rte_fitted,gas_rte_fitted,hard_coal_rte_fitted,oil_rte_fitted,renewables_rte_fitted,waste_rte_fitted,biomass_rte_lower,gas_rte_lower,hard_coal_rte_lower,oil_rte_lower,renewables_rte_lower,waste_rte_lower,biomass_rte_upper,gas_rte_upper,hard_coal_rte_upper,oil_rte_upper,renewables_rte_upper,waste_rte_upper
2025-01-20 00:00:00+00:00,462.25,6098.0,21.413513513513507,110.0,8411.25,301.5,360.0082550125313,2877.0150723312863,55.7067492017821,149.40126357560567,7098.552022482254,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 01:00:00+00:00,461.5,5748.75,18.970270270270262,109.75,8258.25,296.75,360.0082550125313,2850.8161867645017,55.7067492017821,149.40126357560567,7154.036336126946,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 02:00:00+00:00,461.75,5818.25,16.527027027027025,109.75,8181.5,299.25,360.0082550125313,2799.7043305335455,55.7067492017821,149.40126357560567,7200.304889915751,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 03:00:00+00:00,462.25,5860.0,113.25,109.75,8068.0,299.0,360.0082550125313,2786.5728868013593,55.7067492017821,149.40126357560567,7260.762788244572,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 04:00:00+00:00,461.75,6147.75,424.5,110.0,8407.25,297.25,360.0082550125313,2867.8856211086395,55.7067492017821,149.40126357560567,7356.297982772395,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 05:00:00+00:00,462.75,7051.5,426.2282608695652,110.25,10437.25,295.5,360.0082550125313,3027.6182403359303,55.7067492017821,149.40126357560567,7481.213759410405,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 06:00:00+00:00,463.25,7692.25,427.95652173913044,110.0,14293.25,292.75,360.0082550125313,3197.51465048223,55.7067492017821,149.40126357560567,7609.756223215422,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 07:00:00+00:00,463.25,7982.5,429.6847826086956,109.75,9528.833333333332,294.25,360.0082550125313,3278.588295369016,55.7067492017821,149.40126357560567,7704.146002846512,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 08:00:00+00:00,447.75,7952.0,431.4130434782609,141.69444444444446,4764.416666666666,296.25,360.0082550125313,3297.4851392299797,55.7067492017821,149.40126357560567,7774.440669107762,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
2025-01-20 09:00:00+00:00,463.75,7912.75,433.14130434782606,173.63888888888889,0.0,289.375,360.0082550125313,3269.3401734641357,55.7067492017821,149.40126357560567,7826.073352659944,161.05365497076022,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078,359.05933779761904,2304.4082564484124,62.869129647098404,148.05421378968256,7667.934823554421,168.97302579365078
