number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
0,837.6182689761143,0.5865804527108315,True,False,False,False,False,True,False,True,False,False,large,,0.07563855735452393,3,2,617,small,0.6137142200829431,0.07095622719748695,idw,0.5475997944604454,2,False,COMPLETE
1,1273.0299147136448,0.72672374797915,False,False,False,True,True,False,False,True,False,False,large,1.0,0.24144237710134747,7,8,305,large,0.07743295170270173,1.2419894421489424e-07,distance_capacity,0.5876687755681069,0,True,COMPLETE
2,851.9399797842974,0.6329145294947776,False,True,True,True,True,False,False,False,True,True,small,6.0,0.020939173478757667,4,2,549,large,1.1472962684412303e-06,2.005793820746093e-06,mean,0.870306726453788,6,False,COMPLETE
3,1044.1678230190903,0.840222244138182,False,False,False,False,False,False,True,False,True,False,none,6.0,0.2188969610075993,4,6,390,large,3.5720452003074754e-07,2.453315843206097e-07,idw,0.7649876454528703,6,True,COMPLETE
4,999.1295527103316,0.7204301478688879,False,False,False,True,False,True,True,False,False,True,large,,0.14567516022882335,8,6,388,none,6.313595838569917e-05,0.5728708643922598,capacity,0.7695486208841006,0,True,COMPLETE
5,894.5106474608377,0.7518760518486568,True,True,True,True,True,True,True,True,True,False,large,1.0,0.1333436096283521,7,5,506,large,5.166322322282506e-07,1.0125797808945152e-08,mean,0.8960707505531985,6,False,COMPLETE
6,744.5131027291485,0.9337265234531217,True,True,True,False,False,False,True,True,False,False,large,,0.031177323680855008,8,8,406,small,0.8729481408859937,1.0594132831848903e-07,distance_n_turbines,0.7697399557947064,0,True,COMPLETE
7,1926.9649000116085,0.7320291616840464,False,False,True,False,True,False,False,True,False,False,large,6.0,0.2830495613683225,6,6,757,small,2.053671948690791e-06,0.00017243289318535655,max,0.567729732630442,0,False,COMPLETE
8,751.6407465546326,0.7681891327893278,False,True,False,True,True,True,True,True,False,False,small,,0.06244183699803031,6,1,622,small,2.9782027233304794e-07,0.07445413495520195,capacity,0.7217766657493057,2,True,COMPLETE
9,1308.97138957503,0.8351828634287632,True,True,True,True,False,True,False,True,True,True,large,12.0,0.013856012506694727,4,5,425,small,0.7923301054648361,1.8277568676784836e-06,distance_n_turbines,0.6495171508464151,2,True,COMPLETE
10,1123.337222409654,0.9993090666122914,True,True,True,False,False,False,True,False,False,True,none,12.0,0.0270992806208593,10,10,803,none,0.00445988817492741,0.0002667266621136655,distance_n_turbines,0.9976619220879388,0,True,COMPLETE
11,777.2936094671104,0.9806372718743859,True,True,False,False,True,True,True,True,False,False,small,,0.04584054605139805,9,1,966,small,1.9021956996101107e-08,0.010059797304510903,capacity,0.6822760292158789,2,True,COMPLETE
12,761.9096465769011,0.9069632809889697,False,True,False,False,False,True,True,True,False,False,small,,0.049126487622350334,6,9,729,small,0.00041325602339307234,0.0023434665800008865,None,0.8331564735234855,2,True,COMPLETE
13,762.0971226068044,0.509734702747139,True,True,True,True,True,False,True,True,False,False,small,,0.07873679693379554,8,8,904,small,3.1025457657413575e-05,2.650736380832124e-05,distance_n_turbines,0.6864516035614874,0,True,COMPLETE
14,767.4781441801164,0.8818822294854695,False,True,True,True,False,True,True,True,False,False,small,,0.03214800097033026,5,3,610,small,1.5351169078624868e-08,0.42071817737697265,capacity,0.7997868139687135,2,True,COMPLETE
15,834.9792831370074,0.9235706708848798,True,True,False,False,True,False,True,True,False,False,none,,0.01201298744442143,8,4,506,small,0.0068766521648258565,0.0036994462559842628,max,0.7219846045398137,0,True,COMPLETE
16,828.6285426708993,0.7949546067004263,False,True,True,True,True,True,True,True,False,False,small,,0.0797390325640582,10,8,666,none,0.000737929950178408,1.8966823779291483e-05,distance_capacity,0.6193974875314181,2,True,COMPLETE
17,897.38655557602,0.663404800591162,True,True,False,False,False,False,True,True,False,False,large,1.0,0.0380897391260595,6,10,327,small,8.143636051633088e-06,2.000797641975515e-08,None,0.9509675192732485,2,True,COMPLETE
18,1063.1777657953826,0.9320084589262572,True,True,False,False,False,True,True,False,True,True,small,12.0,0.021294118616996614,9,7,467,small,6.991200394999754e-08,0.02837629894523221,distance_n_turbines,0.5026943491641545,0,False,COMPLETE
19,857.078396028186,0.8078763284832101,False,True,True,True,True,False,True,True,False,False,none,,0.06928555932860236,5,1,841,none,0.03457109500938983,0.0004794235120984502,capacity,0.7037839617826636,6,True,COMPLETE
