date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2025-08-15 00:00:00+00:00,,14.989783,-210.4816024495235,240.46109482726206
2025-08-15 01:00:00+00:00,,17.310585,-208.16071376797117,242.78198350881485
2025-08-15 02:00:00+00:00,,38.259315,-187.21198995650866,263.73070732027736
2025-08-15 03:00:00+00:00,,93.42484,-132.0464489229321,318.8962483538535
2025-08-15 04:00:00+00:00,,345.09744,119.62598310179328,570.5686803785793
2025-08-15 05:00:00+00:00,,2347.798,2122.326843510757,2573.2695407875426
2025-08-15 06:00:00+00:00,,5843.9736,5618.502141061613,6069.444838338399
2025-08-15 07:00:00+00:00,,9394.519,9169.04678718757,9619.989484464355
2025-08-15 08:00:00+00:00,,12079.037,11853.565496747602,12304.508194024389
2025-08-15 09:00:00+00:00,,13657.232,13431.761392032678,13882.704089309465
2025-08-15 10:00:00+00:00,,13678.059,13452.587496687673,13903.53019396446
2025-08-15 11:00:00+00:00,,13510.298,13284.826740057813,13735.7694373346
2025-08-15 12:00:00+00:00,,13063.301,12837.82969927058,13288.772396547367
2025-08-15 13:00:00+00:00,,12167.355,11941.883987845753,12392.82668512254
2025-08-15 14:00:00+00:00,,9890.062,9664.589803041532,10115.532500318317
2025-08-15 15:00:00+00:00,,6774.595,6549.123849254488,7000.066546531272
2025-08-15 16:00:00+00:00,,3484.1543,3258.682928351945,3709.625625628731
2025-08-15 17:00:00+00:00,,1046.1371,820.6657425983385,1271.6084398751245
2025-08-15 18:00:00+00:00,,111.56913,-113.90231717024835,337.0403801065372
2025-08-15 19:00:00+00:00,,11.170447,-214.30078044295715,236.64191683382887
2025-08-15 20:00:00+00:00,,1.0920782,-224.37937442367183,226.5633228531142
2025-08-15 21:00:00+00:00,,0.1394415,-225.33183331904957,225.610863957736
2025-08-15 22:00:00+00:00,,-8.637902,-234.1092628794231,216.8334343973629
2025-08-15 23:00:00+00:00,,-0.36812687,-225.8395934069731,225.10310386981246
2025-08-16 00:00:00+00:00,,4.7646856,-220.70663873710464,230.23605853968093
2025-08-16 01:00:00+00:00,,7.041053,-218.43036007247656,232.51233720430946
2025-08-16 02:00:00+00:00,,20.105751,-205.3656976814118,245.57699959537422
2025-08-16 03:00:00+00:00,,17.093056,-208.3783919657376,242.56430531104843
2025-08-16 04:00:00+00:00,,209.52396,-15.947361735559753,434.9953355412258
2025-08-16 05:00:00+00:00,,1662.8558,1437.3844538876403,1888.3271511644261
2025-08-16 06:00:00+00:00,,4640.1914,4414.719986304392,4865.6626835811785
2025-08-16 07:00:00+00:00,,7953.5444,7728.073172443959,8179.015869720744
2025-08-16 08:00:00+00:00,,11191.972,10966.500682095177,11417.443379371964
2025-08-16 09:00:00+00:00,,13544.932,13319.45999529132,13770.402692568106
2025-08-16 10:00:00+00:00,,13921.877,13696.405763010149,14147.348460286936
2025-08-16 11:00:00+00:00,,13930.456,13704.984899877492,14155.92759715428
2025-08-16 12:00:00+00:00,,13508.789,13283.31794053252,13734.260637809308
2025-08-16 13:00:00+00:00,,12767.712,12542.240457286138,12993.183154562925
2025-08-16 14:00:00+00:00,,11314.359,11088.888146746785,11539.830844023572
2025-08-16 15:00:00+00:00,,7699.872,7474.400997147477,7925.343694424262
2025-08-16 16:00:00+00:00,,4216.9863,3991.514915616725,4442.4576128935105
2025-08-16 17:00:00+00:00,,1397.7777,1172.3064198267964,1623.2491171035822
2025-08-16 18:00:00+00:00,,60.93412,-164.53725554258335,286.40544173420267
2025-08-16 19:00:00+00:00,,2.640418,-222.83086964771383,228.1118276290722
2025-08-16 20:00:00+00:00,,1.2519903,-224.21938561951902,226.72331165726655
2025-08-16 21:00:00+00:00,,3.8083868,-221.66306815754933,229.2796291192367
2025-08-16 22:00:00+00:00,,4.6377325,-220.83369553923467,230.10900173755135
2025-08-16 23:00:00+00:00,,3.5212774,-221.95011376383172,228.9925835129543
2025-08-17 00:00:00+00:00,,2.2204962,-223.25081106357675,227.69188621320882
2025-08-17 01:00:00+00:00,,6.364539,-219.10675069557965,231.83594658120637
2025-08-17 02:00:00+00:00,,17.070107,-208.40128087494486,242.54141640184116
2025-08-17 03:00:00+00:00,,73.47782,-151.99343261613149,298.9492646606541
2025-08-17 04:00:00+00:00,,199.67068,-25.80057002867261,425.1421272481134
2025-08-17 05:00:00+00:00,,1634.0035,1408.5321663708946,1859.4748636476804
2025-08-17 06:00:00+00:00,,4465.284,4239.812751675323,4690.755448952108
2025-08-17 07:00:00+00:00,,7728.953,7503.48158985555,7954.424287132335
2025-08-17 08:00:00+00:00,,10778.882,10553.410991135164,11004.35368841195
2025-08-17 09:00:00+00:00,,12578.3955,12352.923953630228,12803.866650907015
2025-08-17 10:00:00+00:00,,13811.881,13586.40913928978,14037.351836566566
2025-08-17 11:00:00+00:00,,13485.091,13259.619044211722,13710.56174148851
2025-08-17 12:00:00+00:00,,13008.173,12782.701060764093,13233.64375804088
2025-08-17 13:00:00+00:00,,11920.409,11694.93788201202,12145.880579288807
2025-08-17 14:00:00+00:00,,10106.45,9880.978280842432,10331.920978119217
2025-08-17 15:00:00+00:00,,7335.55,7110.078696416727,7561.021393693512
2025-08-17 16:00:00+00:00,,3885.2595,3659.788056519146,4110.730753795931
2025-08-17 17:00:00+00:00,,1242.9373,1017.4659853238172,1468.4086826006032
2025-08-17 18:00:00+00:00,,73.69657,-151.77482017717284,299.1678770996127
2025-08-17 19:00:00+00:00,,5.909217,-219.56219327674353,231.38050400004204
2025-08-17 20:00:00+00:00,,2.8664923,-222.60478327921783,228.33791399756774
2025-08-17 21:00:00+00:00,,4.5522833,-220.91917860831472,230.0235186684713
2025-08-17 22:00:00+00:00,,3.7737188,-221.69763508165806,229.2450621951275
2025-08-17 23:00:00+00:00,,6.39408,-219.07732209802725,231.8653751787583
2025-08-18 00:00:00+00:00,,15.056922,-210.41433708369004,240.52836019309552
2025-08-18 01:00:00+00:00,,21.31034,-204.160993664158,246.781703612628
2025-08-18 02:00:00+00:00,,15.880164,-209.59127059342245,241.35142668336357
2025-08-18 03:00:00+00:00,,20.320839,-205.15058864692355,245.79210862986247
2025-08-18 04:00:00+00:00,,203.91898,-21.55234176775275,429.39035550903327
2025-08-18 05:00:00+00:00,,1575.0585,1349.5870942044758,1800.5297914812618
2025-08-18 06:00:00+00:00,,4500.905,4275.433383068763,4726.376080345549
2025-08-18 07:00:00+00:00,,7799.668,7574.196641290962,8025.1393385677475
2025-08-18 08:00:00+00:00,,10867.87,10642.39839892688,11093.341096203667
2025-08-18 09:00:00+00:00,,12804.21,12578.738457939138,13029.681155215925
2025-08-18 10:00:00+00:00,,13469.848,13244.375964920904,13695.318662197691
2025-08-18 11:00:00+00:00,,13692.188,13466.71696047747,13917.659657754257
2025-08-18 12:00:00+00:00,,13392.474,13167.002109388575,13617.94480666536
2025-08-18 13:00:00+00:00,,12079.572,11854.100816950693,12305.04351422748
2025-08-18 14:00:00+00:00,,10146.111,9920.63962217199,10371.582319448775
2025-08-18 15:00:00+00:00,,7301.3413,7075.870053805045,7526.81275108183
