date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2025-03-20 00:00:00+00:00,,284.1902787101842,-1385.6304302197032,1954.9607407705773
2025-03-20 01:00:00+00:00,,962.126992357719,-707.2095107703653,2631.539154123965
2025-03-20 02:00:00+00:00,,1437.574517931846,-234.92485592164894,3107.448761448534
2025-03-20 03:00:00+00:00,,1456.9644739622531,-211.07483466179565,3129.027063280252
2025-03-20 04:00:00+00:00,,1452.416217074605,-214.84054519449091,3124.905143394687
2025-03-20 05:00:00+00:00,,1428.6956972063167,-241.50716323255574,3099.571172426996
2025-03-20 06:00:00+00:00,,1448.0415194366851,-220.29601498837064,3121.4866771337693
2025-03-20 07:00:00+00:00,,1323.2950153720399,-345.4262574914824,2995.6958675001047
2025-03-20 08:00:00+00:00,,930.2988180357761,-740.9042216282337,2601.141072166384
2025-03-20 09:00:00+00:00,,582.3849352371587,-1089.5775182570496,2252.2988904696604
2025-03-20 10:00:00+00:00,,342.5244432990064,-1331.0637763511018,2013.0857209838387
2025-03-20 11:00:00+00:00,,147.20907382950327,-1524.7613849102463,1818.0249033722207
2025-03-20 12:00:00+00:00,,-121.72945765562645,-1793.785688621179,1548.2886617582435
2025-03-20 13:00:00+00:00,,-517.4517445800848,-2190.3830698361276,1150.3005866448148
2025-03-20 14:00:00+00:00,,-244.2895644040591,-1915.5163688603157,1425.2669882267326
2025-03-20 15:00:00+00:00,,-464.992409049024,-2134.2073825560733,1206.3983362372333
2025-03-20 16:00:00+00:00,,-783.3007164017208,-2456.3020694257207,888.118385454057
2025-03-20 17:00:00+00:00,,-955.4007418754977,-2626.4037186318433,716.6264288069603
2025-03-20 18:00:00+00:00,,-909.719600462035,-2580.704764095424,762.7762126103389
2025-03-20 19:00:00+00:00,,-813.9548318251063,-2484.7283341999223,862.3880521356491
2025-03-20 20:00:00+00:00,,-718.2909840689813,-2387.1055012581214,958.5349821064433
2025-03-20 21:00:00+00:00,,-1103.4103346722995,-2769.884176443247,568.3391158511417
2025-03-20 22:00:00+00:00,,-861.9413688224613,-2530.782633449145,809.4717987489535
2025-03-20 23:00:00+00:00,,88.25262488170983,-1586.289479042236,1753.9520257193321
2025-03-21 00:00:00+00:00,,1145.1501987019171,-528.2018349867772,2815.1043958414075
2025-03-21 01:00:00+00:00,,1555.7909507002169,-118.37759390193287,3224.6813127446303
2025-03-21 02:00:00+00:00,,1563.6928566822726,-107.72984450750982,3230.732135541161
2025-03-21 03:00:00+00:00,,1708.787669282238,37.41091130354971,3376.2239382337057
2025-03-21 04:00:00+00:00,,1678.9893559282034,8.20531179358295,3347.136350741
2025-03-21 05:00:00+00:00,,1823.2541320963212,149.24179444441097,3489.9876861938483
2025-03-21 06:00:00+00:00,,2024.8808427192043,353.5841431637821,3693.4517634699905
2025-03-21 07:00:00+00:00,,2257.436695432322,586.0707993323724,3926.5132665564015
2025-03-21 08:00:00+00:00,,2382.2285362392063,714.7237826227199,4055.4339504824484
2025-03-21 09:00:00+00:00,,2755.159369732977,1086.2670746888089,4425.910542341322
2025-03-21 10:00:00+00:00,,3139.3562600520713,1471.083982040214,4811.120850878768
2025-03-21 11:00:00+00:00,,3327.75475732279,1659.279941228881,4999.924750964332
2025-03-21 12:00:00+00:00,,3642.816963441519,1973.3000634250993,5313.092014641256
2025-03-21 13:00:00+00:00,,3645.8153602438724,1978.157351337688,5317.442606441675
2025-03-21 14:00:00+00:00,,3691.6008249850966,2022.4888093262289,5365.446783734116
2025-03-21 15:00:00+00:00,,3761.3357536931835,2092.9761330761808,5431.337738096072
2025-03-21 16:00:00+00:00,,3918.512318091126,2248.418119564166,5590.60434532107
2025-03-21 17:00:00+00:00,,3884.5553213624044,2214.5597012725716,5558.065141494598
2025-03-21 18:00:00+00:00,,4142.208647589553,2473.6842137250333,5811.950707739784
2025-03-21 19:00:00+00:00,,4148.129078855954,2478.7826992970054,5820.341837816235
2025-03-21 20:00:00+00:00,,4166.803903341343,2498.120774382306,5837.296410597161
2025-03-21 21:00:00+00:00,,4246.604389438077,2577.313474485448,5917.27166088203
2025-03-21 22:00:00+00:00,,4295.453839191979,2624.746107388148,5965.4002863989945
2025-03-21 23:00:00+00:00,,4241.365533938981,2573.971094262708,5912.759394678493
2025-03-22 00:00:00+00:00,,4216.190919035823,2546.5340822260764,5888.803017765871
2025-03-22 01:00:00+00:00,,4153.896010912318,2485.8561460797655,5825.6641803863495
2025-03-22 02:00:00+00:00,,4275.505355429529,2606.8830463662634,5947.783903090323
2025-03-22 03:00:00+00:00,,4151.6181913208675,2482.699339561484,5824.874746501368
2025-03-22 04:00:00+00:00,,4138.580020911539,2471.1409686255515,5811.7074125528925
2025-03-22 05:00:00+00:00,,4234.948964519097,2565.352987088698,5904.003357293361
2025-03-22 06:00:00+00:00,,4268.625982934396,2598.411956919282,5939.381494265385
2025-03-22 07:00:00+00:00,,3992.204278521863,2322.7433729611307,5667.555717093623
2025-03-22 08:00:00+00:00,,3751.4984664264275,2080.6932587361507,5424.966410178164
2025-03-22 09:00:00+00:00,,3795.633891315816,2125.422715462853,5466.588044106264
2025-03-22 10:00:00+00:00,,4072.602879496555,2402.737235634025,5742.125139312549
2025-03-22 11:00:00+00:00,,4029.621054386277,2361.4892994301044,5703.582127852282
2025-03-22 12:00:00+00:00,,3894.0688724013526,2227.128270263932,5566.85011883526
2025-03-22 13:00:00+00:00,,3806.7461601810296,2135.711460557493,5479.3181061402975
