date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2025-06-09 11:00:00+00:00,465.25,1933.6616443383978,264.1973033976851,3605.144598107593
2025-06-09 12:00:00+00:00,509.0,1889.1126695553821,221.56749300691627,3566.6646818692902
2025-06-09 13:00:00+00:00,767.0,1842.1162200099493,170.91721902840345,3518.526980689204
2025-06-09 14:00:00+00:00,804.5,1816.0706515862692,147.18228894673166,3490.339935739103
2025-06-09 15:00:00+00:00,1610.25,1669.7804113164348,0.22292283508795663,3344.091888228334
2025-06-09 16:00:00+00:00,1573.5,1339.1335580328096,-329.13672724042135,3013.7184438034988
2025-06-09 17:00:00+00:00,1325.75,1427.167325182147,-240.48600131084277,3099.5127043111775
2025-06-09 18:00:00+00:00,1099.75,1399.4343109158349,-269.39343116815735,3072.0281035460525
2025-06-09 19:00:00+00:00,1214.75,1249.6684709453175,-420.46817905648595,2921.8251889500557
2025-06-09 20:00:00+00:00,1286.25,1583.3951394733926,-85.64964977366026,3256.01293788791
2025-06-09 21:00:00+00:00,1416.0,1851.2204937263884,181.14518639976086,3524.415701127569
2025-06-09 22:00:00+00:00,2111.75,2497.917778612673,827.8220820890144,4168.760041155956
2025-06-09 23:00:00+00:00,2525.5,3153.0088735172885,1482.4805522602965,4823.1310191191
2025-06-10 00:00:00+00:00,3453.75,3275.0446273093394,1604.4502295082557,4945.080938280089
2025-06-10 01:00:00+00:00,4378.25,3578.6819792231877,1909.0309780238172,5247.5359344803255
2025-06-10 02:00:00+00:00,5030.0,3639.7524561307473,1972.4817763214642,5312.342478412853
2025-06-10 03:00:00+00:00,5004.5,3634.030950331263,1963.8424165580348,5303.667934491206
2025-06-10 04:00:00+00:00,5468.0,3710.258174469927,2042.9893030610406,5382.607905635667
2025-06-10 05:00:00+00:00,5589.5,3910.3612202883546,2237.780152680747,5583.247539247082
2025-06-10 06:00:00+00:00,5881.0,3592.693278761562,1924.667133405225,5262.721803450609
2025-06-10 07:00:00+00:00,5795.0,3530.4635699602986,1861.914546553379,5202.467577490706
2025-06-10 08:00:00+00:00,5473.75,3542.484132331997,1874.5558273472457,5212.251273320172
2025-06-10 09:00:00+00:00,5207.0,3605.976093050948,1934.724349336834,5276.9248398242025
2025-06-10 10:00:00+00:00,4558.75,3601.9935015342176,1932.48739051144,5273.646204101899
2025-06-10 11:00:00+00:00,4600.0,3483.189262375088,1813.2350450761685,5154.097874419513
2025-06-10 12:00:00+00:00,4950.25,3395.9882908905984,1728.5608199060734,5067.933353935368
2025-06-10 13:00:00+00:00,5118.0,3450.35690458415,1779.2592766079028,5120.466817860244
2025-06-10 14:00:00+00:00,5406.0,3574.891927004297,1906.3178193406375,5249.318158855362
2025-06-10 15:00:00+00:00,5996.5,3709.0991697410573,2037.4104722985815,5383.999919350554
2025-06-10 16:00:00+00:00,5861.5,3757.422587930737,2086.874594869504,5427.194802300959
2025-06-10 17:00:00+00:00,5362.5,3948.9354512682803,2278.0633214311138,5619.277040332402
2025-06-10 18:00:00+00:00,5429.0,3828.6530157047255,2158.2509344878836,5498.345300239083
2025-06-10 19:00:00+00:00,4691.25,3788.2913691486447,2118.366546449535,5457.505180633884
2025-06-10 20:00:00+00:00,4517.75,3699.730195080205,2028.3902044414108,5369.733940410059
2025-06-10 21:00:00+00:00,3799.5,3507.548952224941,1838.9882460525857,5178.855866358794
2025-06-10 22:00:00+00:00,3338.75,3113.5599962832575,1442.5038540311484,4783.742649628696
2025-06-10 23:00:00+00:00,2582.25,2669.861638661049,993.9183394475692,4337.582849572465
2025-06-11 00:00:00+00:00,2167.0,2494.546362249539,824.0191328196481,4166.210588013351
2025-06-11 01:00:00+00:00,1762.0,2216.1749594682096,547.4925112461669,3887.1918633490004
2025-06-11 02:00:00+00:00,1543.5,1976.4622413963127,305.6426366770984,3646.961752633518
2025-06-11 03:00:00+00:00,1327.0,1816.8566166532742,146.4820422651319,3485.66800021605
2025-06-11 04:00:00+00:00,1143.0,1514.3819196092377,-155.84238649423787,3185.991912478141
2025-06-11 05:00:00+00:00,1085.5,1320.935970068872,-350.72376062858984,2990.283467823822
2025-06-11 06:00:00+00:00,914.0,1196.8742792529192,-473.9372772046122,2865.540736513861
2025-06-11 07:00:00+00:00,774.25,1035.770018438527,-634.0460638738728,2704.7038775461633
2025-06-11 08:00:00+00:00,753.0,880.9697378341857,-789.7926636720772,2551.418481013373
2025-06-11 09:00:00+00:00,529.0,682.2830863485028,-986.552728415827,2355.979837946278
2025-06-11 10:00:00+00:00,419.7500000000002,374.3826593931424,-1297.5228288845556,2046.210226009045
2025-06-11 11:00:00+00:00,215.5,233.85817562323882,-1439.1665184467843,1904.7440486331125
2025-06-11 12:00:00+00:00,128.5,54.67270785430401,-1614.7802398235654,1723.5301445057962
2025-06-11 13:00:00+00:00,142.75,-315.9406427554777,-1986.8565935548345,1353.536718526867
2025-06-11 14:00:00+00:00,145.75,-388.62291338251134,-2059.718688997135,1281.261177425953
2025-06-11 15:00:00+00:00,145.0,-475.58119677758395,-2146.33731784997,1190.730437042472
2025-06-11 16:00:00+00:00,104.25,-664.7588965487525,-2335.1197675625867,1001.6241195935131
2025-06-11 17:00:00+00:00,61.75,-858.7955534188059,-2529.9782995423525,810.3951098272917
2025-06-11 18:00:00+00:00,60.75,-951.3456246915603,-2621.280262812778,718.2949744062546
2025-06-11 19:00:00+00:00,97.0,-644.3668031975722,-2313.7155228543556,1024.969885387165
2025-06-11 20:00:00+00:00,152.25,-208.9388194738831,-1880.4079700886928,1458.7834704176953
2025-06-11 21:00:00+00:00,194.0,-85.22880103693979,-1757.293339228292,1582.6824665300692
2025-06-11 22:00:00+00:00,166.0,360.7814109037622,-1315.0735848616478,2026.7218584795514
2025-06-11 23:00:00+00:00,233.25,490.21392135244014,-1186.3936058628306,2154.4560903977354
2025-06-12 00:00:00+00:00,306.5000000000002,621.6423384771624,-1049.7789396263393,2290.0814784275876
2025-06-12 01:00:00+00:00,462.75,1204.7040420644078,-467.9339468330031,2872.8687031287045
2025-06-12 02:00:00+00:00,651.75,1589.5100661142706,-82.52511997275542,3256.7772458851555
2025-06-12 03:00:00+00:00,949.25,1763.9128332081123,92.60039195791114,3431.0761212144857
2025-06-12 04:00:00+00:00,1468.25,2129.3451004683884,456.32836916717065,3794.91010087661
2025-06-12 05:00:00+00:00,1685.5,2329.783387609425,657.8782556483836,3994.9323798257683
2025-06-12 06:00:00+00:00,1590.25,2275.857309974689,603.2502615775209,3943.592628571337
2025-06-12 07:00:00+00:00,1573.0,2033.124849937978,362.5677535748814,3702.118413583559
2025-06-12 08:00:00+00:00,1566.75,1912.4886977052715,242.08130338342062,3585.414585732062
2025-06-12 09:00:00+00:00,667.25,2005.7705576160963,334.8967888937152,3675.068509756039
2025-06-12 10:00:00+00:00,148.5,2366.5486868705493,695.7180105221066,4034.0587324714834
2025-06-12 11:00:00+00:00,181.25,2832.946859572082,1163.8926298334968,4502.6866374916135
2025-06-12 12:00:00+00:00,485.75,3275.977144608173,1603.0300738055134,4943.505582879673
2025-06-12 13:00:00+00:00,636.25,3621.90392789804,1949.836818463784,5298.063925260432
2025-06-12 14:00:00+00:00,1465.75,3741.111400330039,2074.5903286809134,5413.140004159833
2025-06-12 15:00:00+00:00,4587.75,3776.1509095533493,2107.6931265266653,5446.319445198447
2025-06-12 16:00:00+00:00,5326.75,3840.671259762674,2170.8595130053827,5512.3527687921
2025-06-12 17:00:00+00:00,5766.75,3944.0296409098364,2274.6448570111,5615.2675996426315
2025-06-12 18:00:00+00:00,5494.5,3925.8759431284593,2257.4653336608435,5598.6723374809735
2025-06-12 19:00:00+00:00,5431.0,3971.369423188697,2300.370409439848,5644.1560021036885
2025-06-12 20:00:00+00:00,5154.5,3972.650213656682,2303.3345515837887,5643.6323827125525
2025-06-12 21:00:00+00:00,4655.75,3936.6590717043423,2266.690712659226,5605.138821980201
2025-06-12 22:00:00+00:00,4218.75,3909.5551098826245,2240.731283895019,5578.981024696556
2025-06-12 23:00:00+00:00,4528.25,3940.697881978098,2271.8612195013866,5610.4395990942985
2025-06-13 00:00:00+00:00,4616.0,4005.723929729519,2335.6101624429784,5674.641838353426
2025-06-13 01:00:00+00:00,4606.25,3977.3228075229395,2308.2519544037777,5647.31933223018
2025-06-13 02:00:00+00:00,4669.25,3927.612903771833,2258.795887988869,5596.9704506747985
2025-06-13 03:00:00+00:00,4650.0,3845.9314476985483,2177.7067845270153,5514.774539419457
2025-06-13 04:00:00+00:00,4747.5,3800.7270700641984,2132.311928412896,5471.680051413249
2025-06-13 05:00:00+00:00,4974.75,3719.0424591415976,2052.640404836117,5389.338781010592
2025-06-13 06:00:00+00:00,4634.5,3642.104652016886,1968.8293623676173,5312.030523051038
2025-06-13 07:00:00+00:00,2935.5,3564.0669229404066,1893.9387088355472,5233.8073735065245
2025-06-13 08:00:00+00:00,2701.75,3439.114840544769,1767.9670601919256,5107.55405766652
2025-06-13 09:00:00+00:00,1258.75,3254.924087886239,1582.8175836676,4924.096213727908
2025-06-13 10:00:00+00:00,1115.5,2967.191248100692,1296.199192876561,4636.577485452885
2025-06-13 11:00:00+00:00,985.5,2792.520657580796,1120.3004670869086,4463.7844306304505
2025-06-13 12:00:00+00:00,1004.5,2700.821937140715,1031.4855331407928,4370.213604381301
2025-06-13 13:00:00+00:00,1139.5,2447.2194055396726,774.2931223496055,4116.878105209384
2025-06-13 14:00:00+00:00,1709.0,2252.5952642811367,580.9819470083339,3923.5652858325548
2025-06-13 15:00:00+00:00,2599.25,2190.34208111787,522.2365666132928,3862.0228902253148
2025-06-13 16:00:00+00:00,2753.5,2423.7626311383992,756.6747124445371,4093.6968759291804
2025-06-13 17:00:00+00:00,3192.5,2615.853642786284,945.0868150634285,4286.210024312501
2025-06-13 18:00:00+00:00,3707.5,2841.2461219458564,1170.8420352739954,4509.484945880111
2025-06-13 19:00:00+00:00,4549.5,3204.5072869696114,1534.966752527152,4873.211091162333
2025-06-13 20:00:00+00:00,4417.25,3462.27976884687,1789.9577852196637,5132.6763817470855
2025-06-13 21:00:00+00:00,4375.0,3528.22777752175,1856.363240593512,5199.619714738855
2025-06-13 22:00:00+00:00,4373.75,3538.1282566199516,1866.5796126811065,5207.995265683414
2025-06-13 23:00:00+00:00,4432.75,3519.482491344039,1846.5565359314437,5188.823854638644
2025-06-14 00:00:00+00:00,4470.5,3513.7788845419527,1844.2555992685404,5186.321059841919
2025-06-14 01:00:00+00:00,4398.75,3757.0639759265896,2089.95308661994,5428.995230143641
2025-06-14 02:00:00+00:00,4506.25,3756.2781973447445,2088.54333885077,5425.630033348616
2025-06-14 03:00:00+00:00,4779.75,3748.572627180376,2080.4921409381336,5418.193111360548
2025-06-14 04:00:00+00:00,5130.0,3630.580894961201,1963.4068255842046,5301.985205177116
