date,gas_50hz_actual,hard_coal_50hz_actual,lignite_50hz_actual,renewables_50hz_actual,gas_50hz_fitted,hard_coal_50hz_fitted,lignite_50hz_fitted,renewables_50hz_fitted,gas_50hz_lower,hard_coal_50hz_lower,lignite_50hz_lower,renewables_50hz_lower,gas_50hz_upper,hard_coal_50hz_upper,lignite_50hz_upper,renewables_50hz_upper
2025-01-30 00:00:00+00:00,,,,,1860.6042637618987,564.7406839963913,5196.958919883894,244.3707519296159,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 01:00:00+00:00,,,,,1848.106134022697,560.636391648905,5550.563200097649,240.60500360659836,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 02:00:00+00:00,,,,,1815.131192773567,563.3220247568993,5657.542030992152,266.1430160398303,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 03:00:00+00:00,,,,,2078.3375221831807,631.006450552036,5916.718143634469,264.6145124668396,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 04:00:00+00:00,,,,,2017.2610310243922,719.227318539934,5819.918560809652,571.73110417135,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 05:00:00+00:00,,,,,2798.9355780101096,903.5691671782484,5859.820891791031,926.7715214149947,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 06:00:00+00:00,,,,,3286.286486262931,999.5895374316901,6042.830243412811,830.3125559083259,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 07:00:00+00:00,,,,,3474.739395527757,1025.6495595037,6555.716847802676,1533.8759267075882,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 08:00:00+00:00,,,,,3725.611504381217,1008.1016191734927,6480.474294555391,1365.645746954402,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 09:00:00+00:00,,,,,3469.9218132233646,1010.6620590198834,6724.828653323997,779.7206650877613,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 10:00:00+00:00,,,,,3568.7440405975603,994.102246079954,6666.302250455945,296.7536225029113,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 11:00:00+00:00,,,,,3294.407417289165,1011.0872601894641,6848.644214079506,249.04270575411618,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 12:00:00+00:00,,,,,3035.9337679267023,1010.6247988834291,6788.162247130907,186.58222819123512,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 13:00:00+00:00,,,,,3281.371404821155,1031.5617580213432,6790.019841876219,247.35691010693466,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 14:00:00+00:00,,,,,3273.4927577615736,1050.0275355740805,6748.74222582047,420.0329817428016,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 15:00:00+00:00,,,,,3423.5562962001827,1071.8720690711277,6605.064585753713,1150.6469916834772,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 16:00:00+00:00,,,,,3430.024986212684,1071.993221877293,6664.720511379275,1479.8818937005049,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 17:00:00+00:00,,,,,3510.6733192829547,1103.3783017989472,6643.788042416649,1711.0611382869579,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 18:00:00+00:00,,,,,3489.36295776674,1109.8244667635965,6623.366449574897,1615.7244037861565,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
2025-01-30 19:00:00+00:00,,,,,3252.3750650085367,1054.851951651442,6781.303599889643,969.0795176890408,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125,1480.1827604166667,449.1282242063492,4618.200778769841,515.6903125
