Parameter,Value
n_estimators,349
learning_rate,0.010343883448616378
num_leaves,11
max_depth,3
min_child_samples,11
subsample,0.9999779179195494
colsample_bytree,0.6595576409415354
reg_alpha,0.0008736405810698905
reg_lambda,4.897316715456219e-07
min_split_gain,0.49173511125361946
