date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2025-03-01 00:00:00+00:00,,1947.3724,1685.6049809255833,2209.139899157217
2025-03-01 01:00:00+00:00,,2498.9023,2237.134957985365,2760.6698762169985
2025-03-01 02:00:00+00:00,,2106.7307,1844.9632010506243,2368.498119282258
2025-03-01 03:00:00+00:00,,2252.635,1990.8676250598064,2514.4025432914395
2025-03-01 04:00:00+00:00,,1100.1149,838.3473759984622,1361.8822942300953
2025-03-01 05:00:00+00:00,,1077.9218,816.1542631044031,1339.6891813360362
2025-03-01 06:00:00+00:00,,1250.5568,988.7892669775451,1512.3241852091783
2025-03-01 07:00:00+00:00,,1265.414,1003.6465335835992,1527.1814518152328
2025-03-01 08:00:00+00:00,,1522.6952,1260.9276958943515,1784.462614125985
2025-03-01 09:00:00+00:00,,1964.3849,1702.6174319705228,2226.1523502021564
2025-03-01 10:00:00+00:00,,1766.9274,1505.1600287153615,2028.694946946995
2025-03-01 11:00:00+00:00,,2208.0596,1946.291972493615,2469.8268907252486
2025-03-01 12:00:00+00:00,,2537.926,2276.1585866007918,2799.693504832425
2025-03-01 13:00:00+00:00,,2977.836,2716.0683530877513,3239.6032713193845
2025-03-01 14:00:00+00:00,,3042.6619,2780.8944773753606,3304.429395606994
2025-03-01 15:00:00+00:00,,2449.7632,2187.9957253793013,2711.530643610935
2025-03-01 16:00:00+00:00,,1944.8219,1683.0544617306523,2206.5893799622854
2025-03-01 17:00:00+00:00,,1814.7621,1552.9946780306313,2076.5295962622645
2025-03-01 18:00:00+00:00,,1830.2218,1568.4544716200467,2091.98938985168
2025-03-01 19:00:00+00:00,,1632.318,1370.5505776766822,1894.0854959083154
2025-03-01 20:00:00+00:00,,1616.1918,1354.4242586783198,1877.959176909953
2025-03-01 21:00:00+00:00,,1247.1178,985.3504753204656,1508.8853935520988
2025-03-01 22:00:00+00:00,,1290.818,1029.0504838763795,1552.5854021080127
2025-03-01 23:00:00+00:00,,1985.872,1724.1044217675635,2247.6393399991966
2025-03-02 00:00:00+00:00,,2153.0696,1891.30212796457,2414.837046196203
2025-03-02 01:00:00+00:00,,2563.1306,2301.3630501623134,2824.897968393947
2025-03-02 02:00:00+00:00,,2265.844,2004.0765576342924,2527.611475865926
2025-03-02 03:00:00+00:00,,2940.8313,2679.063778480867,3202.5986967125
2025-03-02 04:00:00+00:00,,2738.1345,2476.367065989928,2999.9019842215616
2025-03-02 05:00:00+00:00,,3371.1763,3109.408830434889,3632.9437486665224
2025-03-02 06:00:00+00:00,,2817.5283,2555.7607516359967,3079.2956698676303
2025-03-02 07:00:00+00:00,,3316.2554,3054.4879607976336,3578.022879029267
2025-03-02 08:00:00+00:00,,2634.0154,2372.2479417872264,2895.78286001886
2025-03-02 09:00:00+00:00,,3379.6414,3117.873959978387,3641.4088782100207
2025-03-02 10:00:00+00:00,,3890.1968,3628.429373139762,4151.964291371395
2025-03-02 11:00:00+00:00,,3437.9832,3176.215588271533,3699.750506503166
2025-03-02 12:00:00+00:00,,4912.3813,4650.613938933926,5174.148857165559
2025-03-02 13:00:00+00:00,,4867.887,4606.1199967321745,5129.654914963809
2025-03-02 14:00:00+00:00,,3978.7314,3716.9639844132203,4240.498902644854
2025-03-02 15:00:00+00:00,,3483.8386,3222.071102328668,3745.606020560301
2025-03-02 16:00:00+00:00,,2699.9717,2438.204312517336,2961.7392307489695
2025-03-02 17:00:00+00:00,,2477.0537,2215.2863449775296,2738.8212632091627
2025-03-02 18:00:00+00:00,,2459.9778,2198.2102165693395,2721.7451348009727
2025-03-02 19:00:00+00:00,,2481.2102,2219.442603934157,2742.97752216579
2025-03-02 20:00:00+00:00,,2196.6396,1934.8722132952976,2458.407131526931
2025-03-02 21:00:00+00:00,,1649.2335,1387.4660678962355,1911.0009861278686
2025-03-02 22:00:00+00:00,,2340.0693,2078.3018888207775,2601.836807052411
2025-03-02 23:00:00+00:00,,2340.809,2079.0415094214895,2602.5764276531227
2025-03-03 00:00:00+00:00,,2254.5078,1992.7402746432613,2516.275192874895
2025-03-03 01:00:00+00:00,,1539.586,1277.8185713348335,1801.3534895664666
2025-03-03 02:00:00+00:00,,1988.4276,1726.6600779598657,2250.194996191499
2025-03-03 03:00:00+00:00,,1998.3644,1736.5969572502877,2260.1318754819213
2025-03-03 04:00:00+00:00,,2287.9236,2026.1560144615082,2549.690932693142
2025-03-03 05:00:00+00:00,,2403.682,2141.9145045001574,2665.449422731791
2025-03-03 06:00:00+00:00,,2213.1353,1951.367753979734,2474.902672211367
2025-03-03 07:00:00+00:00,,2079.5396,1817.7720037556896,2341.306921987323
2025-03-03 08:00:00+00:00,,2520.8567,2259.0892005016512,2782.624118733285
2025-03-03 09:00:00+00:00,,4070.612,3808.844593639937,4332.379511871571
2025-03-03 10:00:00+00:00,,3796.2195,3534.4519124872804,4057.9868307189136
2025-03-03 11:00:00+00:00,,4303.724,4041.9568588866246,4565.491777118258
2025-03-03 12:00:00+00:00,,3817.1328,3555.365431442342,4078.900349673975
2025-03-03 13:00:00+00:00,,3889.4995,3627.7321595225594,4151.2670777541925
2025-03-03 14:00:00+00:00,,3245.7834,2984.015955336452,3507.550873568085
2025-03-03 15:00:00+00:00,,2967.741,2705.9734041073784,3229.5083223390116
2025-03-03 16:00:00+00:00,,2953.966,2692.1986526765813,3215.7335709082145
2025-03-03 17:00:00+00:00,,3580.5166,3318.7492323284177,3842.284150560051
2025-03-03 18:00:00+00:00,,4371.123,4109.3554148735775,4632.890333105211
