date,gas_ampr_actual,hard_coal_ampr_actual,lignite_ampr_actual,renewables_ampr_actual,gas_ampr_fitted,hard_coal_ampr_fitted,lignite_ampr_fitted,renewables_ampr_fitted,gas_ampr_lower,hard_coal_ampr_lower,lignite_ampr_lower,renewables_ampr_lower,gas_ampr_upper,hard_coal_ampr_upper,lignite_ampr_upper,renewables_ampr_upper
2025-01-02 00:00:00+00:00,905.75,308.25,1235.25,187.75,1043.6836180060907,131.96851156910998,1192.561265606762,215.20708653119306,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 01:00:00+00:00,904.5,301.25,1229.0,183.00000000000003,1095.0316391444992,121.67040322186767,1122.359014606122,220.04212075654888,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 02:00:00+00:00,973.0,299.7500000000001,1222.0,113.25,1179.000031407069,185.74934738727802,1228.8484130609822,252.10936245137833,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 03:00:00+00:00,1425.0,407.25,1216.25,162.00000000000003,1287.6468519954515,270.6518781054756,1316.4374634204705,219.89668809203457,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 04:00:00+00:00,2111.5,587.0,1284.5,125.25,1775.7725309677155,360.0519502768982,1724.6791258979026,138.25211785853526,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 05:00:00+00:00,2732.5,772.75,2310.25,128.25,2408.9571690469575,563.0883596074743,2446.818014034224,178.02234431218065,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 06:00:00+00:00,3504.25,1326.75,2937.5,114.0,3248.772114313598,931.7698459602867,3452.1751154704834,178.2120114495464,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 07:00:00+00:00,3771.5,1709.5,3221.75,265.0,3302.4881432804073,1142.5469654829199,3305.5976814082737,466.696034729115,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 08:00:00+00:00,3991.75,1914.5,3261.0,425.0,4251.047065526197,1510.4719627100453,3622.5749582634908,397.10477442129024,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-02 09:00:00+00:00,4404.75,2026.75,3281.75,457.0,4052.145116595335,1501.087644873071,3622.395905765139,248.5239776513316,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
