number,value,params_alpha,params_l1_ratio,state
0,1216.3188423343806,4.591414042300636e-05,0.008525115225753015,COMPLETE
1,1216.3188423343806,5.440991656810233e-05,0.0362131246517697,COMPLETE
2,1216.3188423343806,0.0012325612422397607,0.0012317291790794498,COMPLETE
3,1216.3188423343806,3.326429838949005e-06,0.0006012749794822324,COMPLETE
4,1216.3188423343806,6.243823037906448e-06,0.0053793513351000095,COMPLETE
5,1216.3188423343806,0.5656766756662717,0.038264760875976606,COMPLETE
6,1216.3188423343806,4.187192282085099e-05,0.0001681572552951709,COMPLETE
7,1216.3188423343806,0.005976539626842454,0.618215041093391,COMPLETE
8,1216.3188423343806,2.961390729345854e-06,5.1179695441007664e-05,COMPLETE
9,1216.3188423343806,0.06136998713834868,0.01839132813432004,COMPLETE
10,1216.3188423343806,0.0002844469067022447,0.4391824884562424,COMPLETE
11,1216.3188423343806,7.687056960384208e-05,0.07072056397965375,COMPLETE
12,1216.3188423343806,3.5454941238289013e-05,0.005785320647774324,COMPLETE
13,1216.3188423343806,0.0012070364550132821,0.08283457553581945,COMPLETE
14,1216.3188423343806,0.0001849175093349166,0.014435812141382282,COMPLETE
15,1216.3188423343806,1.3847168360121471e-05,1.0233699035159503e-05,COMPLETE
16,1216.3188423343806,1.083620891772792e-06,0.17751177275670318,COMPLETE
17,1216.3188423343806,0.007757148350380271,0.0013218997750665874,COMPLETE
18,1216.3188423343806,0.0005408584713745355,0.014202374033983993,COMPLETE
19,1216.3188423343806,1.7578366602188324e-05,0.0027898728719686415,COMPLETE
20,1216.3188423343806,0.004247456660859924,0.000269702138398271,COMPLETE
21,1216.3188423343806,0.0018186823297052812,0.0015701859882186564,COMPLETE
22,1216.3188423343806,9.288657669134045e-05,0.0005190413936369882,COMPLETE
23,1216.3188423343806,0.03237814017148745,0.007336618018449198,COMPLETE
24,1216.3188423343806,0.0002097540924315393,0.031968043922522435,COMPLETE
25,1216.3188423343806,0.0010333802135033187,0.19495766303701864,COMPLETE
26,1216.3188423343806,0.021378013039483012,0.003124974442593372,COMPLETE
27,1216.3188423343806,0.00040780572429178656,0.0017121176993975383,COMPLETE
28,1216.3188423343806,1.3644327113621694e-05,6.69771661493445e-05,COMPLETE
29,1216.3188423343806,8.751054096392835e-05,0.0007373661394831785,COMPLETE
