Parameter,Value
compute_air_density,False
compute_wind_power_density,False
encode_wind_direction,False
compute_wind_shear,False
compute_wind_ramp,False
compute_air_density_moiust_air_correction,False
dew_point_temperature,False
vapor_pressure,False
gust_factor,True
turbulence_window,0
lags_choice,large
precip_lags_choice,none
drop_raw_main_features,True
drop_raw_wind_features,True
spatial_agg_method,distance_capacity
n_estimators,912
learning_rate,0.07083604965830986
num_leaves,56
max_depth,10
min_child_samples,28
subsample,0.8504020819491691
colsample_bytree,0.5017279754298948
reg_alpha,1.0210061065974576e-06
reg_lambda,1.005623789291388e-05
min_split_gain,0.09142754621783011
use_base_models_pred_intervals,False
cv_folds_base,40
