number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
0,1404.9693617158657,0.55936462974321,True,False,True,False,False,True,True,False,False,True,large,0.19698653714548234,6,76,0.39902967197237177,904,148,none,0.012597762681764798,0.0045080811829640525,max,0.7863869044298442,2,True,False,COMPLETE
1,1396.237968405712,0.8225666119550465,True,False,True,True,False,False,True,True,False,True,large,0.10294515801744109,4,55,0.22615152801165267,794,17,none,0.017396478893545765,0.00040569327577556687,idw,0.6342523759247942,0,True,False,COMPLETE
2,1453.6336193438158,0.6020737511122651,True,False,False,False,True,True,True,False,True,True,large,0.036360032834622566,15,87,0.034919473773640075,467,134,small,2.6921797152450454e-06,0.019390173970507477,distance_n_turbines,0.7277685174477997,2,False,False,COMPLETE
3,1471.6803978052133,0.9302211179336968,False,False,True,False,True,False,True,False,False,False,none,0.04166067635394838,14,62,0.10399706081264776,558,107,small,0.708907080833213,5.950027407041423e-08,mean,0.9110812511316843,0,False,True,COMPLETE
4,1378.6508885575106,0.7293947134742279,False,True,True,True,True,False,True,False,False,False,large,0.07746093540233108,15,7,0.1937933471819776,896,22,large,1.1879869025217036e-05,0.0004471030092894318,distance_capacity,0.9181508169283987,6,False,True,COMPLETE
5,1425.4516653771686,0.5963743312413,False,True,True,False,False,True,True,False,False,True,none,0.2670823039337231,11,61,0.08178291107487468,905,47,none,1.213275353627304e-06,0.00010309679335385545,max,0.9747997880373522,0,False,False,COMPLETE
6,1371.7584925846593,0.7456503303877549,False,True,False,False,True,True,True,False,False,False,small,0.024568293259849456,8,84,0.4980941319732845,824,73,none,5.558039907367872e-07,5.115775498033373e-07,max,0.8185702363697995,0,False,True,COMPLETE
7,1463.206184862661,0.5551260612582685,True,True,False,True,False,True,True,False,True,True,small,0.1052037870294619,6,64,0.28605013248118183,799,39,small,0.008114819235722636,0.4389978557734477,mean,0.5295792566017599,0,False,True,COMPLETE
8,1492.9107453771157,0.9692096145087044,False,True,False,True,False,True,True,True,True,False,small,0.036914245775578676,12,67,0.12418284980373934,942,29,none,3.6318648376203733e-07,1.0167829687715965e-08,distance_n_turbines,0.7753455427977266,6,True,True,COMPLETE
9,1272.6238297217603,0.5017279754298948,False,False,False,False,False,False,True,True,False,True,large,0.07083604965830986,10,28,0.09142754621783011,912,56,none,1.0210061065974576e-06,1.005623789291388e-05,distance_capacity,0.8504020819491691,0,False,False,COMPLETE
10,1301.6253388172538,0.6763845816192208,False,False,False,False,False,False,False,True,True,True,large,0.01079416056777921,9,28,0.007104150100421869,302,76,large,2.1334616951933887e-08,2.8100344135091168e-06,distance_capacity,0.6886348520101212,2,True,False,COMPLETE
11,1318.6409428242632,0.6827848175003308,False,False,False,False,False,False,False,True,True,True,large,0.012727959338470703,9,28,0.018394872474680246,312,78,large,1.229987056796456e-08,2.132288069242618e-06,distance_capacity,0.6528422979874794,2,True,False,COMPLETE
12,1333.7490773342054,0.5068755752918168,False,False,False,False,False,False,False,True,True,True,large,0.0108410079344011,11,34,0.000542483274955402,652,59,large,1.3438217876266237e-08,4.8847609261117865e-06,None,0.6654190470713025,2,True,False,COMPLETE
13,1344.1183461786131,0.8575046926800354,False,False,False,False,False,False,False,True,True,True,large,0.020481176911493506,8,33,0.17318552278190363,342,103,large,7.782906376016927e-05,9.79152759323623e-06,capacity,0.8634099978713334,2,True,False,COMPLETE
14,1335.9174727605814,0.6734365292742803,False,False,False,False,False,False,False,True,False,True,large,0.06464879465961615,13,16,0.29230174916756363,689,95,large,6.082357839688277e-08,2.878532021802654e-07,distance_capacity,0.5542739692034994,6,False,False,COMPLETE
15,1333.2997304779117,0.6531190418159374,False,False,False,False,False,False,False,True,True,True,none,0.16106903184096322,10,45,0.07853955000591203,437,60,none,2.216657807788153e-05,2.2612916611271513e-05,distance_capacity,0.7012977270352339,0,True,False,COMPLETE
16,1282.4260330481482,0.5021443686179166,False,False,False,False,False,False,False,True,False,True,large,0.017628759770086072,6,17,0.1611928409148526,554,59,large,1.2092000402376985e-07,3.115182024479596e-07,distance_capacity,0.835433082289227,2,True,False,COMPLETE
17,1344.1159378286836,0.5157934439422605,False,False,False,False,False,False,False,True,False,True,large,0.01905417987764954,3,14,0.1599649192309017,558,49,none,0.0005891441352815867,1.1687150161451046e-07,idw,0.8524579935112333,2,False,False,COMPLETE
18,1405.7431289165227,0.5955307559287684,True,False,False,True,True,False,False,True,False,False,small,0.046888163347048865,6,41,0.35609488316063237,706,93,large,1.5345134774797594e-07,1.3794168599910716e-08,None,0.9800788148763194,0,True,False,COMPLETE
19,1281.0271390932485,0.812062489232547,False,False,False,False,False,False,False,True,False,True,none,0.0260623344946935,5,19,0.23534442318340318,557,120,small,5.968923656652747e-06,6.346822214852914e-05,capacity,0.892090821444004,6,False,False,COMPLETE
