date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper
2025-11-25 00:00:00+00:00,,-7.776266572529266,-499.9045860650642,484.3520529200054
2025-11-25 01:00:00+00:00,,-4.204529914125146,-496.33284940665976,487.9237895784096
2025-11-25 02:00:00+00:00,,-4.55855172281224,-496.6868712153471,487.5697677697225
2025-11-25 03:00:00+00:00,,-5.106081011373703,-497.23440050390855,487.022238481161
2025-11-25 04:00:00+00:00,,0.6265235700676612,-491.50179592246695,492.7548430626024
2025-11-25 05:00:00+00:00,,9.875392039761437,-482.2529274527733,502.0037115322962
2025-11-25 06:00:00+00:00,,8.87025237718251,-483.25806711535233,500.9985718697173
2025-11-25 07:00:00+00:00,,96.94600274145841,-395.1823167510763,589.0743222339931
2025-11-25 08:00:00+00:00,,324.80331802410103,-167.3250014684338,816.9316375166358
2025-11-25 09:00:00+00:00,,511.50843563585266,19.38011614331799,1003.6367551283874
2025-11-25 10:00:00+00:00,,794.3287931962254,302.2004737036907,1286.4571126887602
2025-11-25 11:00:00+00:00,,794.6548101738674,302.5264906813327,1286.7831296664021
2025-11-25 12:00:00+00:00,,477.7329582586367,-14.39536123389803,969.8612777511714
2025-11-25 13:00:00+00:00,,393.8645701932869,-98.26374929924782,885.9928896858216
2025-11-25 14:00:00+00:00,,94.70718711259929,-397.42113237993544,586.835506605134
2025-11-25 15:00:00+00:00,,9.902387973153736,-482.225931519381,502.0307074656885
2025-11-25 16:00:00+00:00,,-10.135358968830019,-502.26367846136463,481.99296052370477
2025-11-25 17:00:00+00:00,,-10.357905464382384,-502.4862249569169,481.7704140281524
2025-11-25 18:00:00+00:00,,-10.357905464382384,-502.4862249569169,481.7704140281524
2025-11-25 19:00:00+00:00,,-7.230123689315178,-499.3584431818499,484.89819580321955
2025-11-25 20:00:00+00:00,,-7.230123689315178,-499.3584431818499,484.89819580321955
2025-11-25 21:00:00+00:00,,-7.230123689315178,-499.3584431818499,484.89819580321955
2025-11-25 22:00:00+00:00,,-3.6958785956338716,-495.8241980881685,488.4324408969009
2025-11-25 23:00:00+00:00,,-7.230123689315178,-499.3584431818499,484.89819580321955
2025-11-26 00:00:00+00:00,,-3.781681124480315,-495.91000061701516,488.34663836805447
2025-11-26 01:00:00+00:00,,-3.781681124480315,-495.91000061701516,488.34663836805447
2025-11-26 02:00:00+00:00,,-3.7347187415732606,-495.863038234108,488.39360075096147
2025-11-26 03:00:00+00:00,,-4.756634537458581,-496.8849540299934,487.37168495507615
2025-11-26 04:00:00+00:00,,-2.0838885423747797,-494.2122080349095,490.04443095016
2025-11-26 05:00:00+00:00,,14.080817446637184,-478.04750204589755,506.2091369391719
2025-11-26 06:00:00+00:00,,6.159840264740183,-485.96847922779466,498.2881597572749
2025-11-26 07:00:00+00:00,,123.46943517617274,-368.658884316362,615.5977546687075
2025-11-26 08:00:00+00:00,,494.94959853558817,2.821279043053437,987.0779180281229
2025-11-26 09:00:00+00:00,,730.4227894581115,238.2944699655768,1222.5511089506463
2025-11-26 10:00:00+00:00,,1203.2840605515496,711.1557410590149,1695.4123800440843
2025-11-26 11:00:00+00:00,,1192.3407170361893,700.2123975436546,1684.4690365287238
2025-11-26 12:00:00+00:00,,767.1163446302434,274.98802513770863,1259.244664122778
2025-11-26 13:00:00+00:00,,552.9879467497767,60.85962725724187,1045.1162662423114
2025-11-26 14:00:00+00:00,,208.9546330650736,-283.17368642746123,701.0829525576083
2025-11-26 15:00:00+00:00,,14.171236336729976,-477.95708315580487,506.29955582926476
2025-11-26 16:00:00+00:00,,-3.446206174826898,-495.57452566736174,488.6821133177078
2025-11-26 17:00:00+00:00,,-2.31230881337342,-494.4406283059084,489.8160106791613
2025-11-26 18:00:00+00:00,,1.1628612854611902,-490.96545820707365,493.2911807779959
2025-11-26 19:00:00+00:00,,-2.422811717822242,-494.55113121035674,489.70550777471254
2025-11-26 20:00:00+00:00,,-2.422811717822242,-494.55113121035674,489.70550777471254
2025-11-26 21:00:00+00:00,,-2.422811717822242,-494.55113121035674,489.70550777471254
2025-11-26 22:00:00+00:00,,-2.422811717822242,-494.55113121035674,489.70550777471254
2025-11-26 23:00:00+00:00,,-2.422811717822242,-494.55113121035674,489.70550777471254
2025-11-27 00:00:00+00:00,,2.699201579539931,-489.429117912995,494.8275210720746
