date,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-12-21 04:00:00+00:00,,5380.253873709529,1354.1755189158816,21460.982545849565
2024-12-21 05:00:00+00:00,,5251.9604699049605,1319.010171120015,21005.24009032681
2024-12-21 06:00:00+00:00,,5175.310715338376,1297.7097581002206,20751.870425269863
2024-12-21 07:00:00+00:00,,5311.995383290524,1329.5628540300481,21332.863517287715
2024-12-21 08:00:00+00:00,,5472.575816124195,1372.1991406584714,21944.97994089078
2024-12-21 09:00:00+00:00,,5598.003631726286,1406.4282907881002,22324.542322022717
2024-12-21 10:00:00+00:00,,6112.467101435461,1540.537409610953,24300.20292128312
2024-12-21 11:00:00+00:00,,6741.06492183872,1697.7916937576256,26885.787802121737
2024-12-21 12:00:00+00:00,,7070.743243024716,1784.148234355016,28310.05926212045
2024-12-21 13:00:00+00:00,,7044.201585519145,1777.5428201818793,28161.72845484266
2024-12-21 14:00:00+00:00,,7081.025222872612,1782.5944351498538,28365.487214840065
2024-12-21 15:00:00+00:00,,6609.02607829723,1666.291514567625,26417.10982411531
2024-12-21 16:00:00+00:00,,6104.491936745506,1539.956627533822,24392.26166344769
2024-12-21 17:00:00+00:00,,5707.657207509681,1441.5040016761266,22761.434343483077
2024-12-21 18:00:00+00:00,,5445.5821018161405,1373.6664250130905,21634.180728476033
2024-12-21 19:00:00+00:00,,5590.764698561955,1409.7898058479225,22250.570274669666
2024-12-21 20:00:00+00:00,,5682.843632942097,1433.7971176768092,22653.614622701632
2024-12-21 21:00:00+00:00,,5921.4558388626065,1487.817777004662,23617.36907974185
2024-12-21 22:00:00+00:00,,5962.581077939786,1499.5813968275572,23752.7350855593
2024-12-21 23:00:00+00:00,,6069.85389369002,1518.796889633879,24292.933416985732
2024-12-22 00:00:00+00:00,,7051.104252571406,1767.2680679243538,28099.14225090665
2024-12-22 01:00:00+00:00,,6788.159517446641,1704.9366223109466,27003.568404823673
2024-12-22 02:00:00+00:00,,6743.181813784701,1693.508973644179,26810.02859618379
2024-12-22 03:00:00+00:00,,6529.0885649273105,1641.9671903726082,25998.256568869692
2024-12-22 04:00:00+00:00,,6389.820046328559,1607.08721302383,25504.31853748416
2024-12-22 05:00:00+00:00,,6321.471866562151,1588.4953347763656,25300.28012059197
2024-12-22 06:00:00+00:00,,5797.0404266409305,1454.507171555253,23229.91219194327
2024-12-22 07:00:00+00:00,,5427.197567657968,1367.0326132489747,21701.908705504768
2024-12-22 08:00:00+00:00,,4906.645815853441,1234.1784516552389,19550.350549719093
2024-12-22 09:00:00+00:00,,5029.115630046173,1262.3751621560564,20016.24173425946
2024-12-22 10:00:00+00:00,,5207.508570855933,1310.9824491931618,20705.563631421202
2024-12-22 11:00:00+00:00,,5142.845490981266,1294.9253879130024,20431.063591340404
2024-12-22 12:00:00+00:00,,5623.69423842569,1416.7770224568994,22369.688909863995
2024-12-22 13:00:00+00:00,,5888.35165329344,1486.416538999836,23487.720572903294
2024-12-22 14:00:00+00:00,,6125.403715889274,1546.0136333604526,24451.650249048595
2024-12-22 15:00:00+00:00,,6293.807007303138,1586.9087694790198,25164.990683721364
2024-12-22 16:00:00+00:00,,6736.892511957905,1697.6792054191444,26872.651342181853
2024-12-22 17:00:00+00:00,,8221.597238436289,2070.84967189905,32801.38294767545
2024-12-22 18:00:00+00:00,,7040.134146150898,1772.115900629452,27925.596742549867
2024-12-22 19:00:00+00:00,,6662.725194591893,1676.283817081263,26507.07981971783
2024-12-22 20:00:00+00:00,,7223.379796483012,1815.2494545321517,28819.26259741046
2024-12-22 21:00:00+00:00,,7620.3793903014775,1917.7644742902655,30356.392367584296
2024-12-22 22:00:00+00:00,,7984.459215006892,1995.4059718646004,31690.29116818213
2024-12-22 23:00:00+00:00,,7477.728838968168,1870.5603988404143,29899.34290727862
2024-12-23 00:00:00+00:00,,6061.143967811051,1503.3841178119048,24195.65931642659
2024-12-23 01:00:00+00:00,,4670.433959076146,1165.2974165979383,18626.254019723994
2024-12-23 02:00:00+00:00,,2894.193220970556,727.3594577422986,11512.7794985532
2024-12-23 03:00:00+00:00,,2250.8501249248156,563.654382588621,8976.099131741705
2024-12-23 04:00:00+00:00,,1585.3356408782697,396.335096080783,6351.152904938649
2024-12-23 05:00:00+00:00,,1482.3464591345294,370.51502406515095,5933.376648789284
2024-12-23 06:00:00+00:00,,1601.5058560986276,400.7052653466267,6409.628712792602
2024-12-23 07:00:00+00:00,,1776.400053360088,445.2675917812819,7101.055964424271
2024-12-23 08:00:00+00:00,,1984.8982131763646,497.81310560061945,7933.124064663809
2024-12-23 09:00:00+00:00,,2118.6018431654097,532.1494569009304,8456.265776931581
2024-12-23 10:00:00+00:00,,2110.501738137578,531.3300824556137,8387.865168560895
2024-12-23 11:00:00+00:00,,2230.5054030921847,562.2147938197417,8850.749056388091
2024-12-23 12:00:00+00:00,,2373.247613248034,597.6650624288064,9425.730424111784
2024-12-23 13:00:00+00:00,,2560.210027212334,646.6527528619919,10209.388336563628
2024-12-23 14:00:00+00:00,,2877.090298487012,726.9043652644013,11455.533466936522
2024-12-23 15:00:00+00:00,,3288.275136956055,830.5584084022937,13134.13481192358
2024-12-23 16:00:00+00:00,,3755.9656171783613,947.7236170230392,15017.152942116229
2024-12-23 17:00:00+00:00,,4242.750295743203,1067.174804745008,16971.153263854703
2024-12-23 18:00:00+00:00,,4468.2321498865385,1121.5919775280113,17807.857451145817
2024-12-23 19:00:00+00:00,,4555.078618383644,1140.2444439294181,18176.333159344034
2024-12-23 20:00:00+00:00,,4898.7151455261,1224.0363433692146,19636.17280180115
2024-12-23 21:00:00+00:00,,5152.762477216486,1286.3605164306487,20564.96390093668
2024-12-23 22:00:00+00:00,,4820.362698849841,1203.1483218789165,19114.18854394002
2024-12-23 23:00:00+00:00,,4362.228489155745,1087.9218571842785,17233.449704777362
2024-12-24 00:00:00+00:00,,3839.8638321737935,951.1860329991831,15451.25859575262
2024-12-24 01:00:00+00:00,,3185.9433305917437,786.3614652740159,12860.535900165336
2024-12-24 02:00:00+00:00,,2508.84095746517,620.0853914314907,10091.118377098765
2024-12-24 03:00:00+00:00,,1952.7475634210389,484.83995261402123,7843.1445158869965
2024-12-24 04:00:00+00:00,,1521.8110588606726,379.1254286871198,6092.197520511563
2024-12-24 05:00:00+00:00,,1248.2343362717704,310.4339645974556,4969.806095479289
2024-12-24 06:00:00+00:00,,1249.3846409542107,311.659613724186,4945.716723623605
2024-12-24 07:00:00+00:00,,1238.9339753500649,309.54999384844734,4901.451123415442
2024-12-24 08:00:00+00:00,,1143.3363151480403,284.71838490297165,4570.424985830677
2024-12-24 09:00:00+00:00,,1182.0025461786352,293.08610385099183,4744.031110765254
2024-12-24 10:00:00+00:00,,1316.3517433306238,326.8554032976632,5264.4279765709725
2024-12-24 11:00:00+00:00,,1580.7057308188764,393.27462866649495,6356.311913425188
2024-12-24 12:00:00+00:00,,1797.9228807709037,448.10815112500046,7230.970664874417
2024-12-24 13:00:00+00:00,,2189.533994090895,546.9811242029991,8814.29457148174
2024-12-24 14:00:00+00:00,,2659.7497927776267,667.8662195416975,10675.87185142634
2024-12-24 15:00:00+00:00,,3162.014624754069,796.2006090909842,12638.871513665572
2024-12-24 16:00:00+00:00,,3645.0146283226454,916.2277915599543,14558.297284759032
2024-12-24 17:00:00+00:00,,3720.663720529105,938.1914484030868,14867.11316730564
2024-12-24 18:00:00+00:00,,3751.749449994513,945.0202627543944,14969.78763745525
2024-12-24 19:00:00+00:00,,3672.853905232182,923.5037631894216,14659.679070887278
2024-12-24 20:00:00+00:00,,3436.2884995832665,862.2728422107558,13659.010120936378
2024-12-24 21:00:00+00:00,,3092.63327721778,773.9480527508326,12268.506576523614
2024-12-24 22:00:00+00:00,,2695.1468523937356,673.5565237947189,10681.909122687757
2024-12-24 23:00:00+00:00,,2278.92790496801,571.2091415725557,9013.435615476415
2024-12-25 00:00:00+00:00,,1714.2878785741832,424.58628003223936,6932.410457026005
2024-12-25 01:00:00+00:00,,1561.3708168540702,386.65235984829934,6302.651027919487
2024-12-25 02:00:00+00:00,,1374.1743631492025,340.18365807870333,5533.305208978344
2024-12-25 03:00:00+00:00,,1217.5598088171598,302.3168054734031,4894.799580480858
2024-12-25 04:00:00+00:00,,1142.041777369189,283.7988105171289,4599.07945261617
2024-12-25 05:00:00+00:00,,1148.0766506914492,285.7447728280681,4618.826949630898
2024-12-25 06:00:00+00:00,,1161.4236828203173,288.1630736084509,4665.283769458014
2024-12-25 07:00:00+00:00,,1177.189815246549,291.56138932637566,4741.55048971154
2024-12-25 08:00:00+00:00,,1165.3995424448692,288.69285128339925,4690.9050800625555
2024-12-25 09:00:00+00:00,,1196.3554425151638,296.3366695350829,4810.9998678549555
2024-12-25 10:00:00+00:00,,1235.9821764950937,307.55926135545457,4979.965245604586
2024-12-25 11:00:00+00:00,,1253.2733678690925,310.8340026766035,5050.047304728552
2024-12-25 12:00:00+00:00,,1253.746998225598,310.3843570268817,5052.071128070137
2024-12-25 13:00:00+00:00,,1342.54899254981,331.3200548824088,5422.842515352784
2024-12-25 14:00:00+00:00,,1428.9307855530546,353.30295006249304,5769.3581200169665
2024-12-25 15:00:00+00:00,,1557.9393185421704,385.24411317348813,6292.916620918851
2024-12-25 16:00:00+00:00,,1629.145143607802,404.29328123144427,6576.763534814436
2024-12-25 17:00:00+00:00,,1634.404332173513,406.26851795681347,6605.221182627253
2024-12-25 18:00:00+00:00,,1564.1083225230088,388.52391939241846,6325.698144269888
2024-12-25 19:00:00+00:00,,1479.9887590600167,367.29009239778503,5972.735579555851
2024-12-25 20:00:00+00:00,,1442.0736535829064,358.5694644034596,5804.208687878863
2024-12-25 21:00:00+00:00,,1375.902862780588,342.96290830143164,5525.51874215591
2024-12-25 22:00:00+00:00,,1317.5423166135547,327.6312321032007,5279.2046178274695
2024-12-25 23:00:00+00:00,,1237.9149602091709,307.9799594368457,4954.169588660517
2024-12-26 00:00:00+00:00,,1284.0644172637892,318.73310473933054,5175.61518005669
2024-12-26 01:00:00+00:00,,1208.3542905865334,299.9156111597008,4863.759814835435
2024-12-26 02:00:00+00:00,,1146.7028169100727,285.27799773856026,4610.294360462328
2024-12-26 03:00:00+00:00,,1100.1507612376538,273.8760874733099,4425.55364160761
2024-12-26 04:00:00+00:00,,1069.9089457299856,266.93522267793054,4293.9234252698125
2024-12-26 05:00:00+00:00,,1086.5013518187948,271.23895626157207,4374.124395487409
2024-12-26 06:00:00+00:00,,1104.095847474837,275.3882429234448,4437.37346313776
2024-12-26 07:00:00+00:00,,1049.6571481929157,261.8486850583126,4211.746546941578
2024-12-26 08:00:00+00:00,,983.2367053305251,245.3753132892608,3951.0888994668762
2024-12-26 09:00:00+00:00,,904.7003925718993,226.063316271547,3635.0497956308695
2024-12-26 10:00:00+00:00,,849.2573967772056,212.0282926566596,3419.420760164627
2024-12-26 11:00:00+00:00,,788.3739010906584,196.20038133490866,3173.6201659894687
2024-12-26 12:00:00+00:00,,738.0016929258408,183.7782344814802,2969.6221310713054
2024-12-26 13:00:00+00:00,,688.7246195064401,171.20683819493462,2773.9076165078327
2024-12-26 14:00:00+00:00,,678.7902563740118,168.65075448635363,2734.88842645042
2024-12-26 15:00:00+00:00,,671.4548448952974,166.9739818965042,2702.8809229443614
2024-12-26 16:00:00+00:00,,648.0991686459714,161.33968336144494,2605.196121276655
2024-12-26 17:00:00+00:00,,597.943321698918,148.35925267148667,2404.178614874677
2024-12-26 18:00:00+00:00,,544.859677181622,134.77872278543717,2185.723889648268
2024-12-26 19:00:00+00:00,,503.02068880506994,124.74439412199762,2020.5108881626047
2024-12-26 20:00:00+00:00,,475.16418594558695,117.94402981145154,1904.713783608331
2024-12-26 21:00:00+00:00,,455.09944595319996,113.47908093697208,1824.913425439833
2024-12-26 22:00:00+00:00,,437.23837458595204,108.87208305520628,1751.3177284084452
2024-12-26 23:00:00+00:00,,411.5145391043943,102.45080409093988,1644.220000296536
