,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-11-22 00:00:00+00:00,2258.0000000000005,1691.5416169366977,423.4670056244785,6682.295342344843
2024-11-22 01:00:00+00:00,3909.9999999999986,2492.0335912674345,617.9281771989721,9981.036566761506
2024-11-22 02:00:00+00:00,3909.25,3589.068111462843,894.4878314528297,14432.726813103855
2024-11-22 03:00:00+00:00,4394.499999999999,3790.070106136828,942.0181050800176,15261.111163775327
2024-11-22 04:00:00+00:00,4037.7500000000005,3059.1185608425903,760.0421620474922,12358.021197493761
2024-11-22 05:00:00+00:00,4224.75,3299.4890362313217,819.1593924575417,13324.635583668973
2024-11-22 06:00:00+00:00,4326.750000000001,3470.183360016945,862.1829375252456,14023.398824657519
2024-11-22 07:00:00+00:00,4787.999999999997,4020.108510942172,998.2243477085078,16224.285333901975
2024-11-22 08:00:00+00:00,4544.500000000001,4184.358815622189,1038.4135691549814,16855.750159900526
2024-11-22 09:00:00+00:00,3638.7500000000014,4024.6876359947237,999.1928989617232,16177.827647817134
2024-11-22 10:00:00+00:00,3881.999999999999,3743.1711095707096,929.5373411950372,14996.743455021237
2024-11-22 11:00:00+00:00,5003.000000000002,3306.0481725050095,821.4057192445933,13292.992483686465
2024-11-22 12:00:00+00:00,5343.499999999999,4116.611442376912,1026.439157617418,16548.686360919655
2024-11-22 13:00:00+00:00,7045.500000000003,6522.52329764726,1624.7770727939069,26192.777455216914
2024-11-22 14:00:00+00:00,7398.000000000001,7160.57702085309,1793.0055937996528,28739.44368932662
2024-11-22 15:00:00+00:00,7332.249999999997,7474.81867009174,1873.826274183608,29976.919564384552
2024-11-22 16:00:00+00:00,7349.749999999997,7932.664485516118,1999.165443793655,31734.1041264389
2024-11-22 17:00:00+00:00,6529.249999999998,8181.036998272532,2059.489931649318,32583.890466438756
2024-11-22 18:00:00+00:00,6157.000000000001,6758.343695080036,1701.1671525691893,26973.286860358832
2024-11-22 19:00:00+00:00,6137.000000000003,5602.353569238719,1400.0866104196657,22471.871383475063
2024-11-22 20:00:00+00:00,5685.25,5476.927636549466,1363.2862009495097,21914.02717819135
2024-11-22 21:00:00+00:00,5697.000000000003,5907.427510963709,1462.5583563057378,23507.854517376192
2024-11-22 22:00:00+00:00,4990.249999999999,6604.706907148099,1642.2238702802879,26322.640179061265
2024-11-22 23:00:00+00:00,4505.500000000001,6307.725934926748,1573.111912429645,25211.728394680005
2024-11-23 00:00:00+00:00,3805.2500000000005,6595.733824730523,1653.6262086683962,26336.93787403131
2024-11-23 01:00:00+00:00,3964.0000000000005,6723.290783020464,1689.8735353758807,26814.15087087141
2024-11-23 02:00:00+00:00,3685.499999999998,5668.250816465738,1424.9429858068438,22585.53203885979
2024-11-23 03:00:00+00:00,3355.749999999999,4453.270393370773,1121.8255215906463,17745.567208682038
2024-11-23 04:00:00+00:00,3109.4999999999995,3945.9640706599666,990.1871524355857,15760.20177401673
2024-11-23 05:00:00+00:00,2985.999999999999,2952.403106419646,741.2212506633613,11820.086007438143
2024-11-23 06:00:00+00:00,2721.9999999999995,2680.961849551386,674.6261173740709,10762.752128372995
2024-11-23 07:00:00+00:00,2847.7499999999995,2095.686000323392,524.6987788448185,8420.254833089875
2024-11-23 08:00:00+00:00,4443.000000000002,1915.6616101388418,479.625399117647,7689.858440645814
2024-11-23 09:00:00+00:00,5508.250000000002,2055.9603485399575,514.0820490354919,8253.17382431276
2024-11-23 10:00:00+00:00,5568.249999999997,2196.8387757929854,550.4438283573585,8785.238420804366
2024-11-23 11:00:00+00:00,5889.500000000001,2629.7971103261216,661.1128071013526,10474.829271398225
2024-11-23 12:00:00+00:00,5673.749999999999,3927.318132832626,992.3357304141035,15540.233724674816
2024-11-23 13:00:00+00:00,5601.25,5577.929217543012,1409.714688643579,22324.771270820253
2024-11-23 14:00:00+00:00,5217.0,6617.819552638123,1668.4310006440633,26427.241395930138
2024-11-23 15:00:00+00:00,4687.749999999999,7009.629343393379,1762.8871726724237,28077.89826494387
2024-11-23 16:00:00+00:00,3790.5,7357.514589311415,1850.0688788920495,29573.91008059368
2024-11-23 17:00:00+00:00,3866.5000000000005,6604.645271035699,1662.8931880155978,26460.904471207636
2024-11-23 18:00:00+00:00,3829.9999999999995,5569.177665852709,1402.5157144619955,22167.876681985334
2024-11-23 19:00:00+00:00,3688.5,4814.8095973455,1215.3288058754472,19168.76697456182
