date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2025-06-02 05:00:00+00:00,7695.5,7032.310264654685,6731.680910382669,7332.939618926701
2025-06-02 06:00:00+00:00,8223.0,7547.041613007588,7246.412258735572,7847.670967279604
2025-06-02 07:00:00+00:00,8242.75,7838.365322611774,7537.735968339759,8138.99467688379
2025-06-02 08:00:00+00:00,8565.25,7954.577834444792,7653.948480172776,8255.207188716808
2025-06-02 09:00:00+00:00,8069.25,7916.013412598781,7615.384058326765,8216.642766870797
2025-06-02 10:00:00+00:00,8484.25,7813.330018225088,7512.700663953072,8113.959372497104
2025-06-02 11:00:00+00:00,8634.0,7746.926301724691,7446.296947452675,8047.555655996707
2025-06-02 12:00:00+00:00,7802.5,7617.378717015181,7316.749362743165,7918.008071287197
2025-06-02 13:00:00+00:00,8252.0,7635.088534679127,7334.4591804071115,7935.717888951143
2025-06-02 14:00:00+00:00,8090.75,7564.378552164335,7263.749197892319,7865.007906436351
2025-06-02 15:00:00+00:00,7875.0,7563.842116389081,7263.212762117065,7864.471470661097
2025-06-02 16:00:00+00:00,7770.5,7330.04964755891,7029.420293286894,7630.679001830926
2025-06-02 17:00:00+00:00,7627.0,7219.906951720084,6919.277597448069,7520.5363059921
2025-06-02 18:00:00+00:00,7164.5,6973.657690369922,6673.0283360979065,7274.287044641938
2025-06-02 19:00:00+00:00,6985.25,6715.867662763201,6415.238308491185,7016.497017035217
2025-06-02 20:00:00+00:00,6577.25,6274.5585376765985,5973.929183404583,6575.187891948614
2025-06-02 21:00:00+00:00,6148.5,5914.760679252325,5614.13132498031,6215.390033524341
2025-06-02 22:00:00+00:00,5786.25,5784.4903312273,5483.860976955284,6085.119685499316
2025-06-02 23:00:00+00:00,5513.5,5293.967765673926,4993.33841140191,5594.597119945942
2025-06-03 00:00:00+00:00,5412.75,4977.709957610521,4677.080603338505,5278.339311882537
2025-06-03 01:00:00+00:00,5399.25,4946.010821992735,4645.381467720719,5246.640176264751
2025-06-03 02:00:00+00:00,5512.5,5298.2262353796095,4997.596881107594,5598.8555896516245
2025-06-03 03:00:00+00:00,5951.25,5568.387864251142,5267.758509979127,5869.017218523158
2025-06-03 04:00:00+00:00,7096.75,6616.481108711772,6315.851754439756,6917.110462983788
2025-06-03 05:00:00+00:00,7806.5,7319.493446253853,7018.864091981838,7620.122800525869
2025-06-03 06:00:00+00:00,8178.5,7755.504665897957,7454.875311625941,8056.134020169973
2025-06-03 07:00:00+00:00,8150.0,7726.492085885708,7425.862731613692,8027.121440157724
2025-06-03 08:00:00+00:00,8353.0,7643.686910257995,7343.057555985979,7944.316264530011
2025-06-03 09:00:00+00:00,8476.5,7630.18013576164,7329.550781489624,7930.8094900336555
2025-06-03 10:00:00+00:00,7819.5,7323.62485270321,7022.995498431194,7624.254206975226
2025-06-03 11:00:00+00:00,7751.75,7323.637216262697,7023.007861990681,7624.266570534713
2025-06-03 12:00:00+00:00,7767.5,7220.2866429303685,6919.657288658353,7520.9159972023845
2025-06-03 13:00:00+00:00,8399.75,7104.549741540994,6803.920387268978,7405.179095813009
2025-06-03 14:00:00+00:00,7993.5,7139.729291660832,6839.099937388816,7440.358645932847
2025-06-03 15:00:00+00:00,7392.5,7249.1580551934285,6948.5287009214135,7549.787409465444
2025-06-03 16:00:00+00:00,7260.0,7180.125938671818,6879.4965843998025,7480.755292943834
2025-06-03 17:00:00+00:00,7437.0,7147.020997699243,6846.391643427227,7447.650351971258
2025-06-03 18:00:00+00:00,7164.5,6845.788577419529,6545.159223147513,7146.417931691545
2025-06-03 19:00:00+00:00,6893.75,6592.003578439925,6291.374224167909,6892.632932711941
2025-06-03 20:00:00+00:00,6404.0,6375.035592853193,6074.406238581177,6675.6649471252085
