number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
18,755.8451804396567,0.5032520163211563,True,True,False,False,False,False,False,True,False,False,large,1.0,0.2895867666583565,9,57,0.42007698722728115,638,99,none,3.452136926513616e-06,1.1978031867522328e-08,distance_capacity,0.6688364539959093,2,True,COMPLETE
19,670.9240734240628,0.5719178736877859,True,False,True,False,False,False,False,False,False,False,large,1.0,0.07415957550255046,5,44,0.4256753862459897,443,68,large,8.798237942861147e-08,8.891395512605085e-05,max,0.7575398383887935,2,True,COMPLETE
20,593.0380857683494,0.8581861426936139,True,False,True,False,False,False,False,False,False,False,small,,0.14240660243594105,9,78,0.4547165378161585,308,41,large,3.948959586724132e-06,0.00013426128638734274,idw,0.8650774104575117,6,True,COMPLETE
21,581.3718420770566,0.8572146223139591,True,False,True,False,False,False,False,False,False,False,small,,0.12296488672352111,8,80,0.4556256099695045,334,35,large,3.305313831257837e-06,0.0002169576529648221,idw,0.8840738117294631,6,True,COMPLETE
22,590.9409872636257,0.8451150491734615,True,False,True,False,False,False,False,False,False,False,small,,0.1543543967232723,8,81,0.39582237202276893,307,41,large,1.4530748930709282e-05,0.00028080649825041053,idw,0.8842443817489349,6,True,COMPLETE
23,610.8285763219425,0.8159161911374359,True,False,True,False,False,False,False,False,False,False,small,,0.18156821052406252,7,85,0.30219355435839523,367,28,large,4.691143271276637e-05,0.000523325561825018,None,0.8992815405946325,6,True,COMPLETE
24,632.7919392144123,0.9018677936928791,True,False,True,False,False,False,False,False,False,False,small,,0.28990736893509184,5,100,0.3877981516036576,485,22,large,0.0010263838523946653,0.007040411004705213,idw,0.9776862809648059,6,True,COMPLETE
25,593.5639034458108,0.8061872565100098,True,False,True,False,False,False,False,False,False,False,small,,0.06940250306770071,8,66,0.3952157549278133,373,44,large,1.4769834251673838e-05,5.521533369014363e-06,idw,0.9169558521520468,6,True,COMPLETE
26,746.3496143294478,0.8950771696745595,True,True,False,False,True,False,False,True,False,True,small,,0.0963081021275829,5,77,0.29902829154749966,613,36,large,6.799289091769972e-08,0.0002995479208833635,None,0.8061719971979227,6,False,COMPLETE
27,606.907499096831,0.7153334053674996,True,False,True,False,False,False,False,False,False,False,small,,0.13065618185229705,8,89,0.4948693998513755,358,18,large,8.407278986937462e-05,0.0023787077169862302,idw,0.9360427014422454,6,True,COMPLETE
28,601.5016659643176,0.7350074287927061,True,False,True,False,False,False,False,False,False,False,small,,0.16727204440353463,10,78,0.20277972583557338,479,51,large,8.42139961974587e-06,3.3456249177606174e-05,distance_capacity,0.8590043422920495,6,True,COMPLETE
29,788.0185216040419,0.8508444944498516,True,True,False,True,False,False,False,True,True,True,small,,0.050439414648450864,6,45,0.39307278225547504,315,102,large,1.4564347819045099e-06,0.09928250436334762,max,0.9768837642056133,0,False,COMPLETE
