,wind_offshore_actual,wind_offshore_fitted,wind_offshore_lower,wind_offshore_upper
2024-11-15 00:00:00+00:00,2825.4999999999986,3003.4993,2468.4866215419793,3654.4684711790405
2024-11-15 01:00:00+00:00,2272.5000000000005,2747.515,2258.101076797847,3343.003408598315
2024-11-15 02:00:00+00:00,2162.499999999999,2676.409,2199.6612620286787,3256.4862451381496
2024-11-15 03:00:00+00:00,2197.75,2438.8713,2004.4363734210297,2967.465760287601
2024-11-15 04:00:00+00:00,2368.25,2259.9958,1857.423502069461,2749.8207066249247
2024-11-15 05:00:00+00:00,2647.4999999999995,2135.789,1755.3415311227377,2598.6935580941017
2024-11-15 06:00:00+00:00,2932.7499999999995,1967.2518,1616.8257329313012,2393.627987621643
2024-11-15 07:00:00+00:00,2742.0000000000014,1942.8009,1596.730294574911,2363.8777166471223
2024-11-15 08:00:00+00:00,2895.500000000001,1969.2584,1618.475118914377,2396.0698193979792
2024-11-15 09:00:00+00:00,3038.0000000000014,1932.8457,1588.5484712962284,2351.7649448185325
2024-11-15 10:00:00+00:00,3023.2500000000005,1930.4448,1586.5752940976583,2348.8437566713933
2024-11-15 11:00:00+00:00,2890.7500000000005,1996.6427,1640.9817054239572,2429.3896721673805
2024-11-15 12:00:00+00:00,3091.750000000001,2095.891,1722.5509262269777,2550.1487409188594
2024-11-15 13:00:00+00:00,3636.7499999999995,2174.543,1787.1927726054569,2645.8476956740105
2024-11-15 14:00:00+00:00,3872.5000000000005,2499.2104,2054.0263001539374,3040.8811161383205
2024-11-15 15:00:00+00:00,4266.249999999999,2948.3738,2423.180979067496,3587.3957795369547
2024-11-15 16:00:00+00:00,5061.500000000002,3403.6843,2797.3868829000508,4141.388523653624
2024-11-15 17:00:00+00:00,5245.500000000003,3903.07,3207.817644212081,4749.010320638663
2024-11-15 18:00:00+00:00,5795.249999999999,4322.415,3552.4638678395872,5259.241466703861
2024-11-15 19:00:00+00:00,5626.250000000002,4606.328,3785.803339273909,5604.68864636268
2024-11-15 20:00:00+00:00,5022.250000000001,4741.726,3897.0841940172713,5769.434272916203
2024-11-15 21:00:00+00:00,4099.999999999999,4793.0884,3939.2960954720375,5831.926838858654
2024-11-15 22:00:00+00:00,3406.7499999999986,4695.686,3859.2445141521553,5713.414557913652
