date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2025-08-15 00:00:00+00:00,,13224.069,12986.964336852016,13461.174521734172
2025-08-15 01:00:00+00:00,,13407.727,13170.62152941848,13644.831714300637
2025-08-15 02:00:00+00:00,,13548.401,13311.296283038188,13785.506467920342
2025-08-15 03:00:00+00:00,,14078.918,13841.812830299445,14316.0230151816
2025-08-15 04:00:00+00:00,,15615.089,15377.983633688274,15852.193818570431
2025-08-15 05:00:00+00:00,,16735.977,16498.870602238563,16973.08078712072
2025-08-15 06:00:00+00:00,,17155.656,16918.550968460157,17392.76115334231
2025-08-15 07:00:00+00:00,,18307.162,18070.05708828549,18544.267273167647
2025-08-15 08:00:00+00:00,,18766.91,18529.80496736999,19004.015152252145
2025-08-15 09:00:00+00:00,,18892.316,18655.211587464808,19129.421772346966
2025-08-15 10:00:00+00:00,,18516.365,18279.259303865125,18753.46948874728
2025-08-15 11:00:00+00:00,,17958.842,17721.737127025688,18195.947311907843
2025-08-15 12:00:00+00:00,,17709.525,17472.419868514145,17946.6300533963
2025-08-15 13:00:00+00:00,,17373.56,17136.454539759172,17610.664724641327
2025-08-15 14:00:00+00:00,,17132.879,16895.774089959716,17369.98427484187
2025-08-15 15:00:00+00:00,,16883.195,16646.090087088556,17120.30027197071
2025-08-15 16:00:00+00:00,,17064.059,16826.95381930307,17301.16400418523
2025-08-15 17:00:00+00:00,,16959.758,16722.651974910703,17196.862159792858
2025-08-15 18:00:00+00:00,,16422.947,16185.841549561133,16660.05173444329
2025-08-15 19:00:00+00:00,,15822.953,15585.847792950266,16060.05797783242
2025-08-15 20:00:00+00:00,,14784.898,14547.793710701597,15022.003895583752
2025-08-15 21:00:00+00:00,,13836.194,13599.089593460118,14073.299778342274
2025-08-15 22:00:00+00:00,,12880.758,12643.653055703513,13117.86324058567
2025-08-15 23:00:00+00:00,,12305.332,12068.226712623211,12542.436897505368
2025-08-16 00:00:00+00:00,,12844.68,12607.574464063975,13081.78464894613
2025-08-16 01:00:00+00:00,,12613.249,12376.144103373164,12850.354288255321
2025-08-16 02:00:00+00:00,,12581.049,12343.94336180808,12818.153546690237
2025-08-16 03:00:00+00:00,,12960.576,12723.470711338927,13197.680896221082
2025-08-16 04:00:00+00:00,,13323.297,13086.191529061998,13560.401713944153
2025-08-16 05:00:00+00:00,,13766.078,13528.973101538857,14003.183286421012
2025-08-16 06:00:00+00:00,,14777.327,14540.222179091674,15014.432363973829
2025-08-16 07:00:00+00:00,,15634.802,15397.696352585732,15871.906537467888
2025-08-16 08:00:00+00:00,,16081.892,15844.786961719848,16318.997146602003
2025-08-16 09:00:00+00:00,,16028.178,15791.072451142474,16265.282636024629
2025-08-16 10:00:00+00:00,,16009.696,15772.59086162501,16246.801046507166
2025-08-16 11:00:00+00:00,,15745.284,15508.179495026423,15982.389679908578
2025-08-16 12:00:00+00:00,,15502.229,15265.123191438104,15739.33337632026
2025-08-16 13:00:00+00:00,,15619.459,15382.354073829743,15856.564258711898
2025-08-16 14:00:00+00:00,,15202.839,14965.733361494717,15439.943546376873
2025-08-16 15:00:00+00:00,,15351.692,15114.586891556584,15588.797076438741
2025-08-16 16:00:00+00:00,,15185.597,14948.49180800598,15422.701992888136
2025-08-16 17:00:00+00:00,,14703.8955,14466.790066677653,14941.00025155981
2025-08-16 18:00:00+00:00,,14441.102,14203.995979834503,14678.206164716657
2025-08-16 19:00:00+00:00,,14126.664,13889.559006038922,14363.769190921077
2025-08-16 20:00:00+00:00,,13302.946,13065.840779762915,13540.05096464507
2025-08-16 21:00:00+00:00,,12781.704,12544.598715349422,13018.80890023158
2025-08-16 22:00:00+00:00,,12568.719,12331.614045142476,12805.824230024631
2025-08-16 23:00:00+00:00,,11992.066,11754.961476578188,12229.171661460345
2025-08-17 00:00:00+00:00,,11742.769,11505.663833650678,11979.874018532835
2025-08-17 01:00:00+00:00,,11492.46,11255.355233699865,11729.565418582022
2025-08-17 02:00:00+00:00,,11874.153,11637.048009584436,12111.258194466593
2025-08-17 03:00:00+00:00,,12859.02,12621.914294265804,13096.12447914796
2025-08-17 04:00:00+00:00,,13132.959,12895.853637413522,13370.063822295679
2025-08-17 05:00:00+00:00,,14219.777,13982.672674558242,14456.882859440397
2025-08-17 06:00:00+00:00,,14373.001,14135.895701704654,14610.105886586809
2025-08-17 07:00:00+00:00,,14549.759,14312.653238328008,14786.863423210163
2025-08-17 08:00:00+00:00,,15673.811,15436.705242136997,15910.915427019152
2025-08-17 09:00:00+00:00,,16255.684,16018.578542401312,16492.788727283467
2025-08-17 10:00:00+00:00,,15942.311,15705.205839780512,16179.416024662667
2025-08-17 11:00:00+00:00,,15523.686,15286.58025129399,15760.790436176145
2025-08-17 12:00:00+00:00,,15031.38,14794.275092256401,15268.485277138556
2025-08-17 13:00:00+00:00,,14560.432,14323.326547033803,14797.536731915958
2025-08-17 14:00:00+00:00,,14638.831,14401.725677399869,14875.935862282025
2025-08-17 15:00:00+00:00,,14685.466,14448.360387204692,14922.570572086846
2025-08-17 16:00:00+00:00,,15416.665,15179.559615701286,15653.769800583443
2025-08-17 17:00:00+00:00,,15086.695,14849.589781823643,15323.799966705797
2025-08-17 18:00:00+00:00,,14638.463,14401.357675631021,14875.567860513178
2025-08-17 19:00:00+00:00,,14477.119,14240.01388052173,14714.224065403885
2025-08-17 20:00:00+00:00,,13733.905,13496.799855322333,13971.010040204488
2025-08-17 21:00:00+00:00,,12631.916,12394.810762572899,12869.020947455056
2025-08-17 22:00:00+00:00,,12626.039,12388.9337994726,12863.143984354754
2025-08-17 23:00:00+00:00,,12250.22,12013.11463359704,12487.324818479197
2025-08-18 00:00:00+00:00,,12534.381,12297.275372572227,12771.485557454384
2025-08-18 01:00:00+00:00,,12692.923,12455.817576083198,12930.027760965353
