date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2025-02-11 00:00:00+00:00,,8170.235624218487,5984.318795846551,10379.785293002336
2025-02-11 01:00:00+00:00,,8275.326558871639,6091.735729587575,10485.484860682129
2025-02-11 02:00:00+00:00,,8438.575643709954,6255.080017315594,10645.879397157583
2025-02-11 03:00:00+00:00,,9163.7342843365,6983.986090827306,11385.061680870162
2025-02-11 04:00:00+00:00,,9054.498140893807,6872.342636102696,11273.35771385458
2025-02-11 05:00:00+00:00,,9180.831852505295,7000.364389477923,11397.766932744787
2025-02-11 06:00:00+00:00,,9388.957461925216,7207.443434807199,11607.192203785311
2025-02-11 07:00:00+00:00,,9465.148310153963,7282.633536835534,11677.014984138441
2025-02-11 08:00:00+00:00,,9080.154008089474,6893.740609550889,11286.552760787516
2025-02-11 09:00:00+00:00,,8793.08945401368,6598.156123407125,10986.980776831151
2025-02-11 10:00:00+00:00,,9249.033994673806,7051.931137672029,11443.758874930378
2025-02-11 11:00:00+00:00,,9346.648858130276,7156.725340509485,11547.987172107605
2025-02-11 12:00:00+00:00,,9450.51833121612,7250.104860770918,11642.874070050224
2025-02-11 13:00:00+00:00,,8939.044545545341,6743.857309104999,11133.89158669468
2025-02-11 14:00:00+00:00,,8826.007779301532,6625.347013774981,11018.997461296269
2025-02-11 15:00:00+00:00,,9017.865532264936,6828.758301236885,11223.925357539138
2025-02-11 16:00:00+00:00,,9105.527759682576,6915.1503563919,11312.548720688828
2025-02-11 17:00:00+00:00,,9125.247615532766,6938.508230785762,11341.96248658844
2025-02-11 18:00:00+00:00,,9166.538306974973,6983.368628820272,11386.871235544564
2025-02-11 19:00:00+00:00,,8792.476336690595,6606.021764305928,11005.492628908029
2025-02-11 20:00:00+00:00,,8660.745114146179,6475.083607971004,10867.827778001996
2025-02-11 21:00:00+00:00,,8489.1472795267,6300.671759201713,10690.815670711523
2025-02-11 22:00:00+00:00,,7774.693566077054,5588.2936909910995,9981.408477856394
2025-02-11 23:00:00+00:00,,7139.135941175846,4951.25466303666,9343.107104525596
2025-02-12 00:00:00+00:00,,6749.367824433679,4562.897528975182,8946.848473302194
2025-02-12 01:00:00+00:00,,6701.759056406347,4514.379876126897,8900.261676646423
2025-02-12 02:00:00+00:00,,6632.952187591124,4445.559162411813,8828.026350060722
2025-02-12 03:00:00+00:00,,6568.462450472982,4378.6272657028285,8765.24375337199
2025-02-12 04:00:00+00:00,,6266.7400314647,4074.948612380701,8462.764807481846
2025-02-12 05:00:00+00:00,,6112.596997501636,3919.0293030542734,8304.744212263431
2025-02-12 06:00:00+00:00,,5847.888325259563,3652.596962656533,8044.066607926877
2025-02-12 07:00:00+00:00,,5550.523487905106,3356.122614057045,7745.4249872382825
2025-02-12 08:00:00+00:00,,5303.902886278217,3106.0610094811136,7497.76120201085
2025-02-12 09:00:00+00:00,,5320.71102480925,3120.0576218098668,7508.390749296186
2025-02-12 10:00:00+00:00,,4852.861711578028,2649.588898247765,7041.326306086884
2025-02-12 11:00:00+00:00,,4599.3740056958995,2397.4591288120605,6787.163608897556
2025-02-12 12:00:00+00:00,,4609.881517122241,2410.8369194368747,6798.01550796944
2025-02-12 13:00:00+00:00,,4763.888789352704,2560.0147909039015,6952.67133862937
2025-02-12 14:00:00+00:00,,4507.362212065428,2307.368697041732,6692.452532898909
2025-02-12 15:00:00+00:00,,4418.750389545836,2221.1677694942045,6608.927224202688
2025-02-12 16:00:00+00:00,,4235.494586057406,2040.4412728013417,6430.305095243527
2025-02-12 17:00:00+00:00,,4767.0178461851165,2574.0197410778437,6962.20260945644
2025-02-12 18:00:00+00:00,,4877.257691339255,2683.5651085161753,7071.410759418057
2025-02-12 19:00:00+00:00,,4504.746998257918,2308.1028868645635,6700.5011192308775
2025-02-12 20:00:00+00:00,,4251.625127133426,2060.63149970105,6451.155567688234
2025-02-12 21:00:00+00:00,,3946.325355208147,1756.6393087689512,6147.3593077594605
2025-02-12 22:00:00+00:00,,3720.5972770129615,1535.870769720672,5922.0344134932675
2025-02-12 23:00:00+00:00,,3506.8172630493646,1333.9841419715058,5749.324158695987
2025-02-13 00:00:00+00:00,,2974.171874565195,782.11835888307,5299.441080214394
2025-02-13 01:00:00+00:00,,2573.6012842156833,390.7429395884328,4785.398312535135
2025-02-13 02:00:00+00:00,,2827.9930536127868,645.9393364055677,5029.45653899291
2025-02-13 03:00:00+00:00,,2822.8068021496447,636.5343213409747,5024.914007085342
2025-02-13 04:00:00+00:00,,2838.6634517580287,650.0409843276484,5030.658061907238
2025-02-13 05:00:00+00:00,,2783.851268470067,595.0455525591956,4973.858378760672
2025-02-13 06:00:00+00:00,,2378.4069559647064,191.37639867957932,4572.130618343787
2025-02-13 07:00:00+00:00,,2474.5648065046616,285.1255133468112,4665.805958102748
2025-02-13 08:00:00+00:00,,2148.742413204196,-42.142347808427076,4340.282371863352
2025-02-13 09:00:00+00:00,,2289.0077556257957,99.4103337370857,4478.8729862713835
2025-02-13 10:00:00+00:00,,1875.9023752851276,-317.7545750258778,4070.338835024894
2025-02-13 11:00:00+00:00,,1705.8356781727034,-490.0627449341182,3900.1452193127056
2025-02-13 12:00:00+00:00,,1645.9643643298891,-551.2265288683002,3837.25938399071
2025-02-13 13:00:00+00:00,,1939.3984433920118,-256.8393172057049,4134.361167702093
2025-02-13 14:00:00+00:00,,2478.634755733634,278.85454356955916,4671.343245121843
2025-02-13 15:00:00+00:00,,2659.246352399974,461.1812608261853,4854.320409411977
