date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper
2025-02-22 00:00:00+00:00,,-6.997248,-141.8993277109637,127.90473689545047
2025-02-22 01:00:00+00:00,,-6.557551,-141.45958386655934,128.3444807398546
2025-02-22 02:00:00+00:00,,-7.163996,-142.06604184313915,127.73802276327478
2025-02-22 03:00:00+00:00,,-5.4262033,-140.3282589399521,129.47580566646207
2025-02-22 04:00:00+00:00,,8.915472,-125.98660507795717,143.817459528457
2025-02-22 05:00:00+00:00,,31.55744,-103.34456539789312,166.45949920852104
2025-02-22 06:00:00+00:00,,159.37335,24.471309775017517,294.2753743814317
2025-02-22 07:00:00+00:00,,1094.9388,960.0367583779758,1229.84082298439
2025-02-22 08:00:00+00:00,,2298.804,2163.901803067746,2433.7058676741603
2025-02-22 09:00:00+00:00,,5030.463,4895.5606742867985,5165.364738893212
2025-02-22 10:00:00+00:00,,6578.8564,6443.954204075015,6713.758268681429
2025-02-22 11:00:00+00:00,,6535.0967,6400.194570042155,6669.998634648568
2025-02-22 12:00:00+00:00,,5458.6714,5323.769454859121,5593.573519465534
2025-02-22 13:00:00+00:00,,4465.364,4330.461577594973,4600.265642201387
2025-02-22 14:00:00+00:00,,3053.523,2918.620873770976,3188.4249383773904
2025-02-22 15:00:00+00:00,,1267.2524,1132.3504279587062,1402.1544925651203
2025-02-22 16:00:00+00:00,,182.55328,47.65128509767396,317.4553497040881
2025-02-22 17:00:00+00:00,,-11.335749,-146.23778043451034,123.56628417190404
2025-02-22 18:00:00+00:00,,-2.6542304,-137.55628328462421,132.24778132178994
2025-02-22 19:00:00+00:00,,3.72492,-131.17717187750782,138.62689272890657
2025-02-22 20:00:00+00:00,,3.2863214,-131.61567949423647,138.18838511217746
2025-02-22 21:00:00+00:00,,0.30048153,-134.6015225373451,135.20254206906907
2025-02-22 22:00:00+00:00,,1.6670587,-133.23496114457453,136.56910346183963
2025-02-22 23:00:00+00:00,,5.8458915,-129.0561583950605,140.74790621135367
2025-02-23 00:00:00+00:00,,5.1909842,-129.71100585492036,140.09305875149403
2025-02-23 01:00:00+00:00,,-0.1664374,-135.06846339060007,134.7356012158143
2025-02-23 02:00:00+00:00,,-0.1664374,-135.06846339060007,134.7356012158143
2025-02-23 03:00:00+00:00,,-0.1664374,-135.06846339060007,134.7356012158143
2025-02-23 04:00:00+00:00,,0.80170226,-134.10032051709663,135.70374408931752
2025-02-23 05:00:00+00:00,,2.9257257,-131.97630476743893,137.82775983897545
2025-02-23 06:00:00+00:00,,159.86713,24.965094429215924,294.7691590356301
2025-02-23 07:00:00+00:00,,900.8599,765.9578435956978,1035.761908202112
2025-02-23 08:00:00+00:00,,1730.4056,1595.5035458436746,1865.3076104500888
2025-02-23 09:00:00+00:00,,2392.224,2257.3219831852884,2527.1260477917026
2025-02-23 10:00:00+00:00,,3413.6833,3278.781325367231,3548.5853899736458
2025-02-23 11:00:00+00:00,,3256.0632,3121.1612371769843,3390.965301783399
2025-02-23 12:00:00+00:00,,3252.239,3117.337055166251,3387.141119772665
2025-02-23 13:00:00+00:00,,2909.5332,2774.6311670196965,3044.435231626111
2025-02-23 14:00:00+00:00,,1364.9783,1230.076256615418,1499.8803212218322
2025-02-23 15:00:00+00:00,,496.78717,361.88517215069214,631.6892367571063
2025-02-23 16:00:00+00:00,,93.64912,-41.25291117198958,228.55115343442458
2025-02-23 17:00:00+00:00,,-17.48797,-152.3899557612815,117.41410884513266
2025-02-23 18:00:00+00:00,,-18.66607,-153.56808073558682,116.23598387082757
2025-02-23 19:00:00+00:00,,-19.422419,-154.32447546875233,115.47958913766183
2025-02-23 20:00:00+00:00,,-18.439264,-153.34132125919518,116.46274334721898
2025-02-23 21:00:00+00:00,,-17.878717,-152.78078031054497,117.02328429586896
2025-02-23 22:00:00+00:00,,9.405706,-125.4963525028304,144.30771210358375
2025-02-23 23:00:00+00:00,,2.5153253,-132.38673235554938,137.417332250865
2025-02-24 00:00:00+00:00,,-2.408991,-137.31098039310723,132.49308421330693
2025-02-24 01:00:00+00:00,,0.47638485,-134.42562499958353,135.37843960683063
2025-02-24 02:00:00+00:00,,-1.9631903,-136.86523201428167,132.9388325921327
2025-02-24 03:00:00+00:00,,-1.391535,-136.29356501655616,133.510499589858
2025-02-24 04:00:00+00:00,,-3.9612372,-138.86332914503942,130.94073546137452
2025-02-24 05:00:00+00:00,,2.7461603,-132.1559109882253,137.64815361818864
2025-02-24 06:00:00+00:00,,236.31085,101.4088221503755,371.21288675678966
2025-02-24 07:00:00+00:00,,993.5245,858.6224678488536,1128.4265324552678
2025-02-24 08:00:00+00:00,,3003.6892,2868.787123358825,3138.5911879652385
2025-02-24 09:00:00+00:00,,3878.1987,3743.2966999236023,4013.100764530016
2025-02-24 10:00:00+00:00,,6836.519,6701.61689988696,6971.420964493374
2025-02-24 11:00:00+00:00,,7576.8325,7441.930077040081,7711.734141646496
2025-02-24 12:00:00+00:00,,5887.4897,5752.5875190712795,6022.391583677693
2025-02-24 13:00:00+00:00,,4835.096,4700.194140078998,4969.998204685412
2025-02-24 14:00:00+00:00,,2642.9656,2508.063570056592,2777.8676346630064
2025-02-24 15:00:00+00:00,,959.1221,824.2200176922606,1094.0240822986748
2025-02-24 16:00:00+00:00,,9.419134,-125.48293060235869,144.32113400405547
2025-02-24 17:00:00+00:00,,-5.805598,-140.70760423223305,129.09646037418088
2025-02-24 18:00:00+00:00,,0.35455868,-134.54748172755103,135.25658287886336
2025-02-24 19:00:00+00:00,,6.596624,-128.30541498840944,141.49864961800495
2025-02-24 20:00:00+00:00,,2.6964777,-132.20553669918013,137.5985279072338
2025-02-24 21:00:00+00:00,,1.1338556,-133.76812848042005,136.03593612599389
2025-02-24 22:00:00+00:00,,1.1338556,-133.76812848042005,136.03593612599389
2025-02-24 23:00:00+00:00,,5.5007987,-129.40124252034798,140.40282208606618
2025-02-25 00:00:00+00:00,,-4.4840646,-139.3860768476245,130.41798775878965
2025-02-25 01:00:00+00:00,,10.11408,-124.7879940450373,145.01607056137686
2025-02-25 02:00:00+00:00,,-1.519953,-136.42195609080568,133.38210851560825
2025-02-25 03:00:00+00:00,,9.424749,-125.47727927584424,144.32678533056992
2025-02-25 04:00:00+00:00,,14.599432,-120.30260683211554,149.50145777429861
2025-02-25 05:00:00+00:00,,16.99555,-117.9064443899972,151.89762021641695
2025-02-25 06:00:00+00:00,,223.89276,88.9907385507297,358.79480315714386
2025-02-25 07:00:00+00:00,,804.8586,669.9565525456549,939.760617152069
2025-02-25 08:00:00+00:00,,1670.7328,1535.830769743418,1805.634834349832
2025-02-25 09:00:00+00:00,,2300.1877,2165.285759949944,2435.089824556358
2025-02-25 10:00:00+00:00,,2658.526,2523.623702896284,2793.4277675026983
2025-02-25 11:00:00+00:00,,2751.8062,2616.9040568335827,2886.708121439997
2025-02-25 12:00:00+00:00,,2253.5884,2118.6863343435825,2388.4903989499967
2025-02-25 13:00:00+00:00,,2380.0874,2245.185317985666,2514.98938259208
2025-02-25 14:00:00+00:00,,1378.3881,1243.486015565381,1513.2900801717954
2025-02-25 15:00:00+00:00,,784.7797,649.877742647792,919.6818072542062
2025-02-25 16:00:00+00:00,,63.77509,-71.12688275098822,198.67718185542594
2025-02-25 17:00:00+00:00,,-24.022272,-158.9243020435913,110.87976256282286
2025-02-25 18:00:00+00:00,,-1.1133368,-136.01541378967408,133.78865081674007
2025-02-25 19:00:00+00:00,,-1.9618475,-136.86381918265283,132.94024542376133
