date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2025-04-17 00:00:00+00:00,,5047.8896,4943.905919542236,5151.873806842609
2025-04-17 01:00:00+00:00,,5196.3564,5092.37271763487,5300.340604935243
2025-04-17 02:00:00+00:00,,5289.5713,5185.587147771394,5393.555035071766
2025-04-17 03:00:00+00:00,,5813.8213,5709.837413565749,5917.805300866122
2025-04-17 04:00:00+00:00,,6749.9873,6646.003427665528,6853.971314965901
2025-04-17 05:00:00+00:00,,7425.3105,7321.326744943475,7529.294632243848
2025-04-17 06:00:00+00:00,,7862.0327,7758.048719894999,7966.016607195372
2025-04-17 07:00:00+00:00,,8124.015,8020.03131268839,8227.999199988764
2025-04-17 08:00:00+00:00,,8671.128,8567.14433135609,8775.112218656464
2025-04-17 09:00:00+00:00,,8622.278,8518.294584455296,8726.262471755668
2025-04-17 10:00:00+00:00,,8222.557,8118.572536605096,8326.54042390547
2025-04-17 11:00:00+00:00,,7917.74,7813.756451437513,8021.724338737886
2025-04-17 12:00:00+00:00,,7843.264,7739.2799907119825,7947.247878012355
2025-04-17 13:00:00+00:00,,7680.9297,7576.945888656421,7784.913775956794
2025-04-17 14:00:00+00:00,,7692.732,7588.748124278176,7796.716011578548
2025-04-17 15:00:00+00:00,,7740.3857,7636.401723911609,7844.3696112119815
2025-04-17 16:00:00+00:00,,7664.362,7560.3780126645615,7768.345899964936
2025-04-17 17:00:00+00:00,,7612.129,7508.145200671579,7716.113087971952
2025-04-17 18:00:00+00:00,,7716.91,7612.926239778411,7820.894127078785
2025-04-17 19:00:00+00:00,,7536.967,7432.982678069465,7640.950565369838
2025-04-17 20:00:00+00:00,,7000.155,6896.170784160039,7104.138671460411
2025-04-17 21:00:00+00:00,,6755.5747,6651.5906810899005,6859.558568390274
2025-04-17 22:00:00+00:00,,6159.6875,6055.7036041040865,6263.67149140446
2025-04-17 23:00:00+00:00,,5625.1226,5521.138618072109,5729.106505372482
2025-04-18 00:00:00+00:00,,5436.2227,5332.238949371107,5540.206836671479
2025-04-18 01:00:00+00:00,,5233.2144,5129.2306569487555,5337.198544249129
2025-04-18 02:00:00+00:00,,5324.159,5220.175406779923,5428.143294080296
2025-04-18 03:00:00+00:00,,5522.32,5418.336061097354,5626.303948397726
2025-04-18 04:00:00+00:00,,6011.7285,5907.744554679217,6115.71244197959
2025-04-18 05:00:00+00:00,,6000.1606,5896.176458703354,6104.144346003727
2025-04-18 06:00:00+00:00,,6262.706,6158.722138014043,6366.690025314416
2025-04-18 07:00:00+00:00,,6195.686,6091.702032965022,6299.669920265395
2025-04-18 08:00:00+00:00,,6752.1943,6648.210568765884,6856.178456066256
2025-04-18 09:00:00+00:00,,6895.073,6791.089199987876,6999.057087288249
2025-04-18 10:00:00+00:00,,6913.3726,6809.388417788794,7017.356305089167
2025-04-18 11:00:00+00:00,,6593.8755,6489.891684417041,6697.859571717414
2025-04-18 12:00:00+00:00,,6370.373,6266.388976934452,6474.356864234825
2025-04-18 13:00:00+00:00,,6286.4116,6182.427470719962,6390.395358020335
2025-04-18 14:00:00+00:00,,6326.1787,6222.19477888545,6430.162666185824
2025-04-18 15:00:00+00:00,,6323.5913,6219.607516679706,6427.5754039800795
2025-04-18 16:00:00+00:00,,6374.424,6270.440058028684,6478.407945329057
2025-04-18 17:00:00+00:00,,6464.7007,6360.716499767431,6568.684387067804
2025-04-18 18:00:00+00:00,,6164.0576,6060.073446081681,6268.041333382054
2025-04-18 19:00:00+00:00,,6191.8115,6087.827724966716,6295.795612267089
2025-04-18 20:00:00+00:00,,5965.3174,5861.333496886419,6069.301384186792
2025-04-18 21:00:00+00:00,,5710.9185,5606.934419987312,5814.902307287685
2025-04-18 22:00:00+00:00,,5339.619,5235.635081261451,5443.602968561825
2025-04-18 23:00:00+00:00,,5039.873,4935.88900525787,5143.856892558243
2025-04-19 00:00:00+00:00,,4694.489,4590.505029377647,4798.47291667802
2025-04-19 01:00:00+00:00,,4628.125,4524.141076150646,4732.108963451019
2025-04-19 02:00:00+00:00,,4748.328,4644.34397731207,4852.311864612443
2025-04-19 03:00:00+00:00,,4822.2593,4718.275514230995,4926.243401531368
2025-04-19 04:00:00+00:00,,5005.238,4901.254011789082,5109.221899089455
2025-04-19 05:00:00+00:00,,5378.816,5274.831782910129,5482.799670210501
2025-04-19 06:00:00+00:00,,5386.2285,5282.244802996218,5490.212690296591
2025-04-19 07:00:00+00:00,,5752.4746,5648.490617076785,5856.4585043771585
2025-04-19 08:00:00+00:00,,6056.018,5952.034080405677,6160.001967706049
2025-04-19 09:00:00+00:00,,5811.7837,5707.799621155018,5915.76750845539
2025-04-19 10:00:00+00:00,,6025.7573,5921.773432417017,6129.74131971739
2025-04-19 11:00:00+00:00,,5489.8843,5385.900561271788,5593.8684485721615
2025-04-19 12:00:00+00:00,,5287.172,5183.187715610013,5391.155602910386
2025-04-19 13:00:00+00:00,,5315.9136,5211.929408668549,5419.897295968922
2025-04-19 14:00:00+00:00,,5281.7896,5177.805605223235,5385.773492523607
2025-04-19 15:00:00+00:00,,5563.7754,5459.791566667908,5667.759453968281
2025-04-19 16:00:00+00:00,,5674.336,5570.352129017201,5778.320016317574
2025-04-19 17:00:00+00:00,,5700.08,5596.0961038513105,5804.063991151684
2025-04-19 18:00:00+00:00,,5667.7324,5563.7485497827765,5771.71643708315
2025-04-19 19:00:00+00:00,,5721.583,5617.5989689029,5825.566856203273
2025-04-19 20:00:00+00:00,,5417.3184,5313.334265394613,5521.302152694986
