date,biomass_ampr_actual,coal_derived_gas_ampr_actual,gas_ampr_actual,hard_coal_ampr_actual,lignite_ampr_actual,other_fossil_ampr_actual,renewables_ampr_actual,waste_ampr_actual,biomass_ampr_fitted,coal_derived_gas_ampr_fitted,gas_ampr_fitted,hard_coal_ampr_fitted,lignite_ampr_fitted,other_fossil_ampr_fitted,renewables_ampr_fitted,waste_ampr_fitted,biomass_ampr_lower,coal_derived_gas_ampr_lower,gas_ampr_lower,hard_coal_ampr_lower,lignite_ampr_lower,other_fossil_ampr_lower,renewables_ampr_lower,waste_ampr_lower,biomass_ampr_upper,coal_derived_gas_ampr_upper,gas_ampr_upper,hard_coal_ampr_upper,lignite_ampr_upper,other_fossil_ampr_upper,renewables_ampr_upper,waste_ampr_upper
2025-07-20 14:00:00+00:00,,,,,,,,,757.2882344131241,460.1642726608187,2703.7080795736106,1141.0393048835374,3398.1652509926053,50.05241228070175,404.5178665070238,80.1010726558972,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 15:00:00+00:00,,,,,,,,,760.8639380643675,460.1642726608187,2848.284922997711,1171.7425195811284,3496.7693347081936,50.05241228070175,411.47964343564786,79.92049290475148,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 16:00:00+00:00,,,,,,,,,764.7392575597692,460.1642726608187,3049.253358379915,1216.2037528187045,3605.4611359455735,50.05241228070175,418.44142036427195,79.79997182164068,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 17:00:00+00:00,,,,,,,,,768.073519087811,460.1642726608187,3178.503984158981,1242.748293006167,3678.343262564073,50.05241228070175,425.40319729289604,79.66365865022614,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 18:00:00+00:00,,,,,,,,,771.0685495152454,460.1642726608187,3227.975140563477,1251.543732068939,3697.8781546785044,50.05241228070175,432.3649742215201,79.44045880482945,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 19:00:00+00:00,,,,,,,,,774.29319678804,460.1642726608187,3302.062531026606,1266.276280975894,3760.081741787094,50.05241228070175,439.3267511501441,79.02966964818755,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 20:00:00+00:00,,,,,,,,,778.0363465781663,460.1642726608187,3201.035120467467,1234.0613290052727,3704.9526286718215,50.05241228070175,446.2885280787682,78.53064264133603,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 21:00:00+00:00,,,,,,,,,779.9313630322865,460.1642726608187,3090.8856352260154,1206.9013043823518,3619.6484779121297,50.05241228070175,453.2503050073923,78.13676098668702,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 22:00:00+00:00,,,,,,,,,780.9975633295295,460.1642726608187,2966.7718981871567,1179.7465111934177,3532.9758012865136,50.05241228070175,460.2120819360163,77.95472587118068,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-20 23:00:00+00:00,,,,,,,,,782.0583671646242,460.1642726608187,2905.40787396435,1160.3027234819942,3534.721671332801,50.05241228070175,467.17385886464035,77.88332607528369,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-21 00:00:00+00:00,,,,,,,,,754.1190569739439,460.1642726608187,2840.8160459927694,1161.1624411954067,3545.09470927341,50.05241228070175,307.05298950628696,77.82718717183148,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-21 01:00:00+00:00,,,,,,,,,755.6614989904533,460.1642726608187,2896.368776138308,1171.376013614459,3574.356969243325,50.05241228070175,314.01476643491105,77.74413994566581,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-21 02:00:00+00:00,,,,,,,,,757.5440371906082,460.1642726608187,2940.452818844675,1179.086512837945,3613.937173657855,50.05241228070175,320.9765433635351,77.67728264027902,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
2025-07-21 03:00:00+00:00,,,,,,,,,760.3898767659042,460.1642726608187,3083.258912919552,1209.363214454078,3704.73127982661,50.05241228070175,327.9383202921591,77.64963117242094,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476,779.4234226190476,460.0807316468254,3116.1759350198413,1251.1592435515875,3620.6666666666665,49.688125,387.66572916666667,75.79456101190476
