date,hard_coal_tran_actual,renewables_tran_actual,hard_coal_tran_fitted,renewables_tran_fitted,hard_coal_tran_lower,renewables_tran_lower,hard_coal_tran_upper,renewables_tran_upper
2024-12-31 00:00:00+00:00,1575.5,546.75,2507.526932970134,678.1764209773219,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 01:00:00+00:00,1594.25,489.75,2112.233712442787,660.8644737080385,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 02:00:00+00:00,1580.0,475.5,2106.200251378456,639.3117201266984,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 03:00:00+00:00,1507.0,467.5,2075.8322721293475,645.8401921400048,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 04:00:00+00:00,1508.75,466.0,2024.6151323285221,633.0323865709925,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 05:00:00+00:00,1521.5,586.75,2320.029829821062,624.660497111901,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 06:00:00+00:00,1565.75,756.25,2243.4813151294334,669.7620290989465,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 07:00:00+00:00,1513.0,1223.25,2062.592189929879,652.1906844046987,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 08:00:00+00:00,1571.5,1203.0,2096.6342459885836,610.5310968965873,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 09:00:00+00:00,1559.25,528.75,1580.4044667388603,554.2539916029335,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 10:00:00+00:00,1601.75,550.0,1378.1362554616862,577.9907478023149,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
2024-12-31 11:00:00+00:00,1603.75,523.25,1282.5048557780501,569.4595789156916,915.8959995039683,924.3380977182541,915.8959995039683,924.3380977182541
