number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
0,1200.250046772179,0.7937345674298443,True,False,True,True,False,True,False,True,False,True,0.501674941876417,none,6.0,large,distance_n_turbines,0,True,COMPLETE
1,2004.0900734107374,0.8830748811790583,False,True,False,True,False,True,False,False,True,False,0.5764203730186381,small,1.0,none,max,6,False,COMPLETE
2,1176.9415507887622,0.37573541067519095,False,True,False,True,False,True,True,True,True,True,0.9993700175185453,small,6.0,none,distance_n_turbines,0,True,COMPLETE
3,2599.0315204914273,0.2965503195658233,False,False,False,False,False,False,True,True,False,False,0.2997608827035214,large,12.0,none,None,6,True,COMPLETE
4,2054.170460016489,0.9224446287183959,True,True,False,True,True,True,True,True,True,True,0.8891579565585492,small,1.0,large,idw,2,False,COMPLETE
5,1181.2309446445067,0.6534081633821468,False,True,False,False,True,False,True,False,True,False,0.19949556399862037,small,12.0,large,mean,0,True,COMPLETE
6,824944253804137.9,0.13331308518255156,True,True,False,True,True,True,True,False,False,False,0.4453935190391812,small,1.0,large,None,6,False,COMPLETE
7,1230.9413838402822,0.9023991222124503,False,True,False,True,True,False,True,True,False,False,0.634539572140755,none,6.0,large,max,6,True,COMPLETE
8,1153.0266943820282,0.6609996139544924,False,False,True,True,True,True,False,False,False,False,0.2865791702403615,none,6.0,small,distance_capacity,6,False,COMPLETE
9,1379.6584428575343,0.6382408856330398,False,False,True,False,True,False,True,True,True,False,0.7300382385730149,small,,none,capacity,0,False,COMPLETE
10,1180.9904886397228,0.5186339494087273,True,False,True,False,True,True,False,False,False,True,0.08734009695848499,none,,small,distance_capacity,2,False,COMPLETE
11,1123.4138318028008,0.3045753392219925,False,False,True,True,False,True,False,False,True,True,0.948473995440163,large,6.0,small,distance_n_turbines,0,True,COMPLETE
12,1136.5992161325478,0.024447498702725667,False,False,True,True,False,True,False,False,False,True,0.357510413886975,large,6.0,small,distance_capacity,6,False,COMPLETE
13,1123.7861656147504,0.04903980387343411,False,False,True,True,False,True,False,False,True,True,0.7588991009925904,large,6.0,small,distance_capacity,0,True,COMPLETE
14,1123.4138318028008,0.24159857101321947,False,False,True,True,False,True,False,False,True,True,0.783859835094934,large,6.0,small,distance_n_turbines,0,True,COMPLETE
15,1123.4138318028008,0.24162885641051315,False,False,True,True,False,True,False,False,True,True,0.8650776896579162,large,6.0,small,distance_n_turbines,0,True,COMPLETE
16,1123.4138318028008,0.4297542243859815,False,False,True,True,False,True,False,False,True,True,0.9773762290337837,large,6.0,small,distance_n_turbines,0,True,COMPLETE
17,1105.662868749601,0.20371555354040494,False,False,True,True,False,True,False,False,True,True,0.7586891866515084,large,,small,distance_n_turbines,0,True,COMPLETE
18,1037.1752419505399,0.1367948780949839,True,False,True,False,False,False,False,False,True,True,0.6697524513640827,large,,small,idw,2,True,COMPLETE
19,1037.1752419505399,0.14717643677124514,True,False,True,False,False,False,False,False,True,True,0.6807463698766443,large,,small,idw,2,True,COMPLETE
20,1037.1752419505399,0.1340209477689922,True,False,True,False,False,False,False,False,True,True,0.5978977217096961,large,,small,idw,2,True,COMPLETE
21,1037.1752419505399,0.11361831717837487,True,False,True,False,False,False,False,False,True,True,0.6048002086311746,large,,small,idw,2,True,COMPLETE
22,1037.1752419505399,0.16303602475923828,True,False,True,False,False,False,False,False,True,True,0.6678118323491137,large,,small,idw,2,True,COMPLETE
23,1037.1752419505399,0.07956651255048708,True,False,True,False,False,False,False,False,True,True,0.4990207933675169,large,,small,idw,2,True,COMPLETE
24,1037.1752419505399,0.3615839733907505,True,False,True,False,False,False,False,False,True,True,0.5910504838590064,large,,small,idw,2,True,COMPLETE
25,1037.1752419505399,0.014447826882275472,True,False,True,False,False,False,False,False,True,True,0.4100322105160709,large,,small,idw,2,True,COMPLETE
26,1037.1752419505399,0.4656077384902716,True,False,True,False,False,False,False,False,True,True,0.6743320324697234,large,,small,idw,2,True,COMPLETE
27,1051.4278680286595,0.17492260429890769,True,False,True,False,False,False,False,False,True,True,0.8203907596159152,large,,small,capacity,2,True,COMPLETE
28,1130.793181259569,0.5450336020452805,True,False,True,False,False,False,False,False,True,True,0.5197577253634228,large,12.0,none,mean,2,True,COMPLETE
29,1054.3820201718306,0.28584569801836823,True,False,True,False,False,False,False,True,True,True,0.5124740990438955,none,,small,idw,2,True,COMPLETE
