date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2025-01-19 00:00:00+00:00,,-0.6670159,-159.36966703757525,158.035743862338
2025-01-19 01:00:00+00:00,,-0.6670159,-159.36966703757525,158.035743862338
2025-01-19 02:00:00+00:00,,2.2089608,-156.4936978132473,160.91171308666594
2025-01-19 03:00:00+00:00,,2.2089608,-156.4936978132473,160.91171308666594
2025-01-19 04:00:00+00:00,,5.853736,-152.84899050520244,164.5564203947108
2025-01-19 05:00:00+00:00,,74.46397,-84.23868540340345,233.1667254965098
2025-01-19 06:00:00+00:00,,6.801856,-151.9009023111862,165.50450858872705
2025-01-19 07:00:00+00:00,,107.60215,-51.100568795817026,266.3048421040962
2025-01-19 08:00:00+00:00,,543.7304,385.027694465261,702.4331053651739
2025-01-19 09:00:00+00:00,,1676.5222,1517.8195232964995,1835.2249341964125
2025-01-19 10:00:00+00:00,,3168.2349,3009.532145504611,3326.937556404524
2025-01-19 11:00:00+00:00,,3996.503,3837.8002717122863,4155.2056826122
2025-01-19 12:00:00+00:00,,3717.43,3558.7272551133638,3876.1326660132772
2025-01-19 13:00:00+00:00,,2566.4065,2407.7038143439986,2725.1092252439116
2025-01-19 14:00:00+00:00,,1597.7262,1439.023504913156,1756.4289158130691
2025-01-19 15:00:00+00:00,,435.01193,276.3092260322014,593.7146369321144
2025-01-19 16:00:00+00:00,,18.75547,-139.94719092864852,177.45821997126473
2025-01-19 17:00:00+00:00,,-2.8191154,-161.52186836116834,155.8835425387449
2025-01-19 18:00:00+00:00,,-0.64052665,-159.34326861157706,158.0621422883362
2025-01-19 19:00:00+00:00,,-0.47658622,-159.1793065284926,158.22610437142066
2025-01-19 20:00:00+00:00,,-0.47658622,-159.1793065284926,158.22610437142066
2025-01-19 21:00:00+00:00,,-0.46010673,-159.1628572580214,158.24255364189185
2025-01-19 22:00:00+00:00,,3.073829,-155.62891721484334,161.7764936850699
2025-01-19 23:00:00+00:00,,3.7385018,-154.96418097023525,162.441229929678
2025-01-20 00:00:00+00:00,,11.444556,-147.25809572067624,170.147315179237
2025-01-20 01:00:00+00:00,,2.9885018,-155.71421464156128,161.69119625835197
2025-01-20 02:00:00+00:00,,2.3305428,-156.37218546041117,161.03322543950208
2025-01-20 03:00:00+00:00,,2.3305428,-156.37218546041117,161.03322543950208
2025-01-20 04:00:00+00:00,,6.6081305,-152.09457920544446,165.3108316944688
2025-01-20 05:00:00+00:00,,6.6081305,-152.09457920544446,165.3108316944688
2025-01-20 06:00:00+00:00,,5.7781744,-152.92447143180038,164.48093946811287
2025-01-20 07:00:00+00:00,,52.343727,-106.35897452502195,211.0464363748913
2025-01-20 08:00:00+00:00,,667.60144,508.898726765888,826.3041376658009
2025-01-20 09:00:00+00:00,,1558.7476,1400.0449023727238,1717.4503132726368
2025-01-20 10:00:00+00:00,,2077.2869,1918.5840936043862,2235.9895045042995
2025-01-20 11:00:00+00:00,,4344.896,4186.193167185191,4503.598578085104
2025-01-20 12:00:00+00:00,,2975.1538,2816.451139334723,3133.8565502346364
2025-01-20 13:00:00+00:00,,2229.6636,2070.9609820269484,2388.3663929268614
2025-01-20 14:00:00+00:00,,832.11597,673.4132532928297,990.8186641927427
2025-01-20 15:00:00+00:00,,-23.677513,-182.38020659574659,135.02520430416666
2025-01-20 16:00:00+00:00,,50.762672,-107.94009432136727,209.46531657854598
2025-01-20 17:00:00+00:00,,1.9128181,-156.78991733713679,160.61549356277646
2025-01-20 18:00:00+00:00,,4.991187,-153.7115159616867,163.69389493822655
2025-01-20 19:00:00+00:00,,9.782325,-148.9204006261216,168.48501027379166
2025-01-20 20:00:00+00:00,,4.522193,-154.1804528255243,163.22495807438895
2025-01-20 21:00:00+00:00,,-0.00014578683,-158.70280830645447,158.70260259345878
2025-01-20 22:00:00+00:00,,14.600562,-144.10209093211597,173.30331996779728
2025-01-20 23:00:00+00:00,,30.815163,-127.8874878758968,189.51792302401645
2025-01-21 00:00:00+00:00,,5.5408697,-153.1617919549701,164.24361894494314
2025-01-21 01:00:00+00:00,,5.5408697,-153.1617919549701,164.24361894494314
2025-01-21 02:00:00+00:00,,11.688331,-147.01440773796912,170.39100316194413
2025-01-21 03:00:00+00:00,,11.688331,-147.01440773796912,170.39100316194413
2025-01-21 04:00:00+00:00,,32.431374,-126.27134705209664,191.1340638478166
2025-01-21 05:00:00+00:00,,35.834938,-122.86780727402538,194.53760362588787
2025-01-21 06:00:00+00:00,,-33.47927,-192.18198196550543,125.22342893440782
2025-01-21 07:00:00+00:00,,70.696754,-88.00596630754058,229.39944459237267
2025-01-21 08:00:00+00:00,,631.80566,473.10292540623504,790.5083363061481
2025-01-21 09:00:00+00:00,,2088.2756,1929.5728695562154,2246.9782804561282
2025-01-21 10:00:00+00:00,,3453.6614,3294.9588254784603,3612.364236378374
2025-01-21 11:00:00+00:00,,4762.7617,4604.059025871786,4921.464436771699
2025-01-21 12:00:00+00:00,,4541.761,4383.058566806722,4700.463977706636
2025-01-21 13:00:00+00:00,,2878.4194,2719.716694044707,3037.1221049446203
2025-01-21 14:00:00+00:00,,903.0793,744.3765336767559,1061.781944576669
2025-01-21 15:00:00+00:00,,340.02353,181.32085753716729,498.72626843708053
2025-01-21 16:00:00+00:00,,47.676003,-111.02672033205295,206.3786905678603
2025-01-21 17:00:00+00:00,,123.920265,-34.782494522117304,282.62291637779595
2025-01-21 18:00:00+00:00,,-2.0782707,-160.780987912927,156.62442298698625
2025-01-21 19:00:00+00:00,,-18.285057,-176.98776430013163,140.41764659978162
2025-01-21 20:00:00+00:00,,-57.698997,-216.40167555872063,101.00373534119262
2025-01-21 21:00:00+00:00,,7.35752,-151.3452088111535,166.06020208875975
2025-01-21 22:00:00+00:00,,7.35752,-151.3452088111535,166.06020208875975
2025-01-21 23:00:00+00:00,,-18.16323,-176.8659866364817,140.53942426343156
2025-01-22 00:00:00+00:00,,-13.287255,-171.98997184041968,145.41543905949356
2025-01-22 01:00:00+00:00,,-7.951806,-166.65457136982582,150.75083953008743
2025-01-22 02:00:00+00:00,,-1.8044671,-160.50718715282483,156.89822374708842
2025-01-22 03:00:00+00:00,,1.9135505,-156.78912140469447,160.61628949521878
2025-01-22 04:00:00+00:00,,23.302956,-135.3997635757903,182.00564732412295
2025-01-22 05:00:00+00:00,,23.302956,-135.3997635757903,182.00564732412295
2025-01-22 06:00:00+00:00,,89.3054,-69.3973311207194,248.00807977919385
2025-01-22 07:00:00+00:00,,115.87144,-42.831228688024794,274.57418221188846
2025-01-22 08:00:00+00:00,,559.4221,400.7193699069828,718.124780806896
2025-01-22 09:00:00+00:00,,1165.4874,1006.7846816041606,1324.1900925040736
2025-01-22 10:00:00+00:00,,2194.5107,2035.8080287697446,2353.2134396696574
2025-01-22 11:00:00+00:00,,2594.5542,2435.85163352237,2753.257044422283
2025-01-22 12:00:00+00:00,,2169.963,2011.260079371843,2328.665490271756
2025-01-22 13:00:00+00:00,,1200.9329,1042.2301566157832,1359.6355675156963
2025-01-22 14:00:00+00:00,,912.5694,753.8666683315583,1071.2720792314713
2025-01-22 15:00:00+00:00,,421.7413,263.0386444241144,580.4440553240277
2025-01-22 16:00:00+00:00,,142.05283,-16.649826935706187,300.75558396420706
2025-01-22 17:00:00+00:00,,70.64951,-88.0531916324419,229.35221926747136
2025-01-22 18:00:00+00:00,,70.64951,-88.0531916324419,229.35221926747136
2025-01-22 19:00:00+00:00,,73.23032,-85.47238068874708,231.93303021116617
2025-01-22 20:00:00+00:00,,70.322,-88.38071783238956,229.02469306752369
2025-01-22 21:00:00+00:00,,65.78318,-92.91952258379092,224.48588831612233
2025-01-22 22:00:00+00:00,,60.88877,-97.81397648142956,219.5914344184837
2025-01-22 23:00:00+00:00,,60.88877,-97.81397648142956,219.5914344184837
2025-01-23 00:00:00+00:00,,-46.657494,-205.36023541030204,112.04517548961121
