date,solar_rte_actual,solar_rte_fitted,solar_rte_lower,solar_rte_upper
2025-03-14 00:00:00+00:00,,0.1582566,-233.70687721123113,234.02324619285082
2025-03-14 01:00:00+00:00,,3.6665573,-230.19843404101312,237.53168936306884
2025-03-14 02:00:00+00:00,,3.422905,-230.44216347432575,237.2879599297562
2025-03-14 03:00:00+00:00,,7.2986374,-226.56644526149512,241.16367814258638
2025-03-14 04:00:00+00:00,,-7.9545364,-241.81970555525186,225.9104178488301
2025-03-14 05:00:00+00:00,,113.98858,-119.87640716789383,347.8537162361881
2025-03-14 06:00:00+00:00,,381.4732,147.60803131782677,615.3381547219085
2025-03-14 07:00:00+00:00,,1265.0623,1031.1972992878812,1498.9274226919629
2025-03-14 08:00:00+00:00,,3615.5947,3381.729627166741,3849.459750570823
2025-03-14 09:00:00+00:00,,6211.353,5977.488118201424,6445.218241605506
2025-03-14 10:00:00+00:00,,8783.253,8549.387493774822,9017.117617178905
2025-03-14 11:00:00+00:00,,10292.019,10058.15378904953,10525.883912453612
2025-03-14 12:00:00+00:00,,10610.725,10376.859438726944,10844.589562131026
2025-03-14 13:00:00+00:00,,10065.29,9831.424903933696,10299.155027337776
2025-03-14 14:00:00+00:00,,8254.151,8020.2861927988015,8488.016316202882
2025-03-14 15:00:00+00:00,,6362.475,6128.610031987902,6596.340155391985
2025-03-14 16:00:00+00:00,,3561.9153,3328.050215539667,3795.780338943749
2025-03-14 17:00:00+00:00,,1053.2648,819.3997835245661,1287.129906928648
2025-03-14 18:00:00+00:00,,215.59283,-18.272329990467824,449.4577934136141
2025-03-14 19:00:00+00:00,,0.053031996,-233.81214311303256,233.9179802910494
2025-03-14 20:00:00+00:00,,-4.1452103,-238.01017249026063,229.71995091382132
2025-03-14 21:00:00+00:00,,-0.19135277,-234.05650288108654,233.6736205229954
2025-03-14 22:00:00+00:00,,-1.8676223,-235.73277306985165,231.9973503342303
2025-03-14 23:00:00+00:00,,1.7835008,-232.0816641365136,235.64845926756834
2025-03-15 00:00:00+00:00,,1.0103074,-232.85466464095907,234.87545876312288
2025-03-15 01:00:00+00:00,,1.113823,-232.75128974338168,234.97883366070027
2025-03-15 02:00:00+00:00,,0.20781715,-233.65729087824684,234.0728325258351
2025-03-15 03:00:00+00:00,,3.2349167,-230.63021333882125,237.0999100652607
2025-03-15 04:00:00+00:00,,6.8315964,-227.03352330481766,240.6966000992643
2025-03-15 05:00:00+00:00,,188.58795,-45.27713097833703,422.4529924257449
2025-03-15 06:00:00+00:00,,474.73517,240.8700484169699,708.6001718210516
2025-03-15 07:00:00+00:00,,1967.9089,1734.0439107791917,2201.7740341832737
2025-03-15 08:00:00+00:00,,4716.9766,4483.111314513278,4950.841437917359
2025-03-15 09:00:00+00:00,,7573.182,7339.317081925732,7807.0472053298145
2025-03-15 10:00:00+00:00,,9597.914,9364.048922390397,9831.77904579448
2025-03-15 11:00:00+00:00,,10889.62,10655.755667481204,11123.485790885286
2025-03-15 12:00:00+00:00,,11204.87,10971.00540188351,11438.735525287593
2025-03-15 13:00:00+00:00,,10780.712,10546.847271321296,11014.577394725378
2025-03-15 14:00:00+00:00,,9402.198,9168.33292677094,9636.063050175022
2025-03-15 15:00:00+00:00,,6520.1343,6286.2689372650875,6753.99906066917
2025-03-15 16:00:00+00:00,,3298.0627,3064.197608249779,3531.927731653861
2025-03-15 17:00:00+00:00,,1044.7089,810.8438298573938,1278.5739532614755
2025-03-15 18:00:00+00:00,,201.22906,-32.63597785263346,435.0941455514485
2025-03-15 19:00:00+00:00,,-54.276314,-288.1413248026229,179.58879860145908
2025-03-15 20:00:00+00:00,,-6.851753,-240.71682986951237,227.01329353456913
2025-03-15 21:00:00+00:00,,-1.5141066,-235.37915527996802,232.35096812411393
2025-03-15 22:00:00+00:00,,-2.1693802,-236.03449329936575,231.69563010471575
2025-03-15 23:00:00+00:00,,2.228569,-231.63643769755708,236.09368570652487
2025-03-16 00:00:00+00:00,,2.2988815,-231.56626042968946,236.16386297439203
2025-03-16 01:00:00+00:00,,0.07524879,-233.7898712855058,233.94025211857615
2025-03-16 02:00:00+00:00,,-1.4425734,-235.3077173426177,232.42240606146424
2025-03-16 03:00:00+00:00,,4.522026,-229.34306979703433,238.38705360704762
2025-03-16 04:00:00+00:00,,1.2727586,-232.59223527698714,235.1378881270948
2025-03-16 05:00:00+00:00,,66.29058,-167.57446737873943,300.1556560253425
2025-03-16 06:00:00+00:00,,408.2237,174.35859729336107,642.088720697443
2025-03-16 07:00:00+00:00,,1315.5223,1081.657381279425,1549.387504683507
2025-03-16 08:00:00+00:00,,3185.8486,2951.983526594781,3419.713649998863
2025-03-16 09:00:00+00:00,,5614.186,5380.320960629684,5848.0510840337665
2025-03-16 10:00:00+00:00,,7265.7607,7031.895684787527,7499.625808191609
2025-03-16 11:00:00+00:00,,7896.9897,7663.124660999436,8130.854784403518
2025-03-16 12:00:00+00:00,,7781.685,7547.819627884557,8015.5497512886395
2025-03-16 13:00:00+00:00,,7488.58,7254.714813614499,7722.444937018581
2025-03-16 14:00:00+00:00,,6523.3,6289.434898559186,6757.165021963267
2025-03-16 15:00:00+00:00,,5093.8604,4859.995179922396,5327.725303326479
2025-03-16 16:00:00+00:00,,2991.2788,2757.4138472303202,3225.1439706344017
2025-03-16 17:00:00+00:00,,1252.7268,1018.8618585117206,1486.5919819158023
2025-03-16 18:00:00+00:00,,230.18976,-3.6752481624312168,464.05487524165073
2025-03-16 19:00:00+00:00,,-1.940132,-235.80526156510405,231.9248618389779
2025-03-16 20:00:00+00:00,,0.45269018,-233.4123007754515,234.31782262862998
2025-03-16 21:00:00+00:00,,3.6045456,-230.26062706882385,237.4694963352581
2025-03-16 22:00:00+00:00,,2.339653,-231.5252886715034,236.20483473257855
2025-03-16 23:00:00+00:00,,1.592827,-232.27223533997403,235.45788806410746
2025-03-17 00:00:00+00:00,,-0.6884231,-234.55341676883154,233.1767066352504
2025-03-17 01:00:00+00:00,,-0.41425318,-234.27943126793525,233.4506921361467
2025-03-17 02:00:00+00:00,,-1.3131789,-235.17828860906548,232.55183479501648
2025-03-17 03:00:00+00:00,,2.4607468,-231.4042644011688,236.3258590029127
2025-03-17 04:00:00+00:00,,10.272026,-223.5929461750825,244.13717722899946
2025-03-17 05:00:00+00:00,,208.39337,-25.471803294307847,442.2583201097741
2025-03-17 06:00:00+00:00,,411.96246,178.09732275574333,645.8274461598253
2025-03-17 07:00:00+00:00,,1699.8339,1465.9687961129541,1933.698919517036
2025-03-17 08:00:00+00:00,,3776.3162,3542.4511188404467,4010.1812422445287
2025-03-17 09:00:00+00:00,,6335.919,6102.053609112696,6569.783732516778
2025-03-17 10:00:00+00:00,,8680.182,8446.316837765913,8914.046961169994
2025-03-17 11:00:00+00:00,,9415.22,9181.354381857243,9649.084505261326
2025-03-17 12:00:00+00:00,,9792.656,9558.791681169247,10026.521804573329
2025-03-17 13:00:00+00:00,,9207.509,8973.643536333522,9441.373659737605
2025-03-17 14:00:00+00:00,,8161.458,7927.592527524754,8395.322650928834
2025-03-17 15:00:00+00:00,,6558.046,6324.180630393694,6791.910753797774
2025-03-17 16:00:00+00:00,,3813.8801,3580.015077303421,4047.7452007075026
2025-03-17 17:00:00+00:00,,1332.846,1098.9809760310652,1566.7110994351472
2025-03-17 18:00:00+00:00,,148.45831,-85.40676195008655,382.32336145399495
2025-03-17 19:00:00+00:00,,-44.337837,-278.20283693614283,189.52728646793867
2025-03-17 20:00:00+00:00,,-8.93647,-242.80155697065675,224.9285664334252
2025-03-17 21:00:00+00:00,,-2.2968216,-236.1618209171138,231.56830248696815
2025-03-17 22:00:00+00:00,,-2.2968216,-236.1618209171138,231.56830248696815
2025-03-17 23:00:00+00:00,,-2.740425,-236.60557657500703,231.12454682907492
2025-03-18 00:00:00+00:00,,3.0142136,-230.85083049828518,236.87929290579677
2025-03-18 01:00:00+00:00,,-5.1303177,-238.9953856909524,228.7347377131291
2025-03-18 02:00:00+00:00,,-2.2077103,-236.07273360700628,231.65738979707567
2025-03-18 03:00:00+00:00,,4.332573,-229.53238033101252,238.19774307306943
2025-03-18 04:00:00+00:00,,12.964165,-220.90078649488078,246.82933690920117
2025-03-18 05:00:00+00:00,,77.03741,-156.82768026229996,310.902443141782
2025-03-18 06:00:00+00:00,,441.38922,207.52407993136558,675.2542033354475
2025-03-18 07:00:00+00:00,,1639.115,1405.2499111505467,1872.9800345546287
2025-03-18 08:00:00+00:00,,3953.4001,3719.535154896852,4187.2652783009335
2025-03-18 09:00:00+00:00,,6879.0415,6645.176076074764,7112.906199478846
2025-03-18 10:00:00+00:00,,9271.826,9037.961212445738,9505.69133584982
2025-03-18 11:00:00+00:00,,10410.713,10176.848342180096,10644.578465584178
2025-03-18 12:00:00+00:00,,10767.192,10533.327011343024,11001.057134747107
2025-03-18 13:00:00+00:00,,10174.566,9940.701415582536,10408.431538986617
2025-03-18 14:00:00+00:00,,9174.319,8940.453890863768,9408.184014267848
2025-03-18 15:00:00+00:00,,6910.1226,6676.257461946365,7143.987585350447
2025-03-18 16:00:00+00:00,,4052.2239,3818.3588255302907,4286.088948934373
2025-03-18 17:00:00+00:00,,1155.7546,921.8895860693449,1389.6197094734266
2025-03-18 18:00:00+00:00,,178.42194,-55.44316968643534,412.2869537176466
2025-03-18 19:00:00+00:00,,6.9568405,-226.90829680287425,240.8218266012077
2025-03-18 20:00:00+00:00,,-9.683296,-243.54829352754678,224.18182987653472
2025-03-18 21:00:00+00:00,,-3.24897,-237.11404659967639,230.61607680440557
2025-03-18 22:00:00+00:00,,-3.24897,-237.11404659967639,230.61607680440557
2025-03-18 23:00:00+00:00,,-3.24897,-237.11404659967639,230.61607680440557
2025-03-19 00:00:00+00:00,,3.4045944,-230.4604431818243,237.26968022225765
2025-03-19 01:00:00+00:00,,-2.535347,-236.40029756091508,231.32982584316642
2025-03-19 02:00:00+00:00,,-2.3324661,-236.19753988578896,231.532583518293
2025-03-19 03:00:00+00:00,,2.5608444,-231.30425128887873,236.42587211520322
2025-03-19 04:00:00+00:00,,11.793022,-222.07194844426385,245.6581749598181
2025-03-19 05:00:00+00:00,,-10.684517,-244.5496853199329,223.18043808414905
2025-03-19 06:00:00+00:00,,292.68707,58.82202121683622,526.5521446209177
2025-03-19 07:00:00+00:00,,1003.185,769.3198984378319,1237.0500218419136
2025-03-19 08:00:00+00:00,,3261.8677,3028.0025792612787,3495.73270266536
2025-03-19 09:00:00+00:00,,5947.0947,5713.229522810227,6180.959646214309
2025-03-19 10:00:00+00:00,,7563.9004,7330.035192748133,7797.765316152214
2025-03-19 11:00:00+00:00,,8781.609,8547.74484143893,9015.47496484301
2025-03-19 12:00:00+00:00,,9384.719,9150.854164617143,9618.584288021226
2025-03-19 13:00:00+00:00,,8726.369,8492.504405824962,8960.234529229043
2025-03-19 14:00:00+00:00,,8206.933,7973.067817326104,8440.797940730186
2025-03-19 15:00:00+00:00,,6710.331,6476.465721889497,6944.19584529358
2025-03-19 16:00:00+00:00,,3812.8193,3578.95422393377,4046.684347337852
2025-03-19 17:00:00+00:00,,1183.3529,949.487847216172,1417.217970620254
2025-03-19 18:00:00+00:00,,223.84698,-10.018096552809766,457.7120268512722
2025-03-19 19:00:00+00:00,,-25.823189,-259.68822469076804,208.0418987133139
2025-03-19 20:00:00+00:00,,-6.229439,-240.0944793682438,227.63564403583814
2025-03-19 21:00:00+00:00,,-3.7855911,-237.65067157612475,230.0794518279572
2025-03-19 22:00:00+00:00,,-2.8866653,-236.75181423499453,230.97830916908742
2025-03-19 23:00:00+00:00,,-3.3952103,-237.26028425966388,230.46983914441807
2025-03-20 00:00:00+00:00,,-2.4994583,-236.36457859223992,231.36554481184157
2025-03-20 01:00:00+00:00,,-1.3329543,-235.19803909762686,232.5320843064551
2025-03-20 02:00:00+00:00,,29.261772,-204.60327164632827,263.12685175775323
2025-03-20 03:00:00+00:00,,-1.2826613,-235.14782242990123,232.58230097418027
2025-03-20 04:00:00+00:00,,10.153862,-223.7112389948711,244.01888440921084
2025-03-20 05:00:00+00:00,,226.7403,-7.124860090125367,460.60526331395613
