date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2025-06-29 00:00:00+00:00,11257.5,11264.569,11034.291428869066,11494.8462071217
2025-06-29 01:00:00+00:00,10945.5,10947.889,10717.611404656447,11178.166182909079
2025-06-29 02:00:00+00:00,10672.25,10671.92,10441.642603006727,10902.19738125936
2025-06-29 03:00:00+00:00,10595.75,10589.798,10359.520367729143,10820.075145981775
2025-06-29 04:00:00+00:00,10713.5,10843.046,10612.767952193797,11073.32273044643
2025-06-29 05:00:00+00:00,11397.25,11454.132,11223.85408581178,11684.408864064411
2025-06-29 06:00:00+00:00,12135.25,12534.665,12304.387418028204,12764.942196280836
2025-06-29 07:00:00+00:00,12680.5,13609.074,13378.796496661842,13839.351274914476
2025-06-29 08:00:00+00:00,12707.75,14275.946,14045.668848309426,14506.22362656206
2025-06-29 09:00:00+00:00,12928.25,14531.158,14300.881260441509,14761.436038694143
2025-06-29 10:00:00+00:00,12629.75,14281.807,14051.528878298725,14512.083656551356
2025-06-29 11:00:00+00:00,12345.75,13988.772,13758.495021502935,14219.049799755569
2025-06-29 12:00:00+00:00,11888.0,13602.17,13371.89264935462,13832.447427607254
2025-06-29 13:00:00+00:00,11694.5,13323.879,13093.601496678904,13554.156274931536
2025-06-29 14:00:00+00:00,11606.0,13099.586,12869.308861412645,13329.863639665278
2025-06-29 15:00:00+00:00,12384.5,13376.733,13146.45593934093,13607.010717593565
2025-06-29 16:00:00+00:00,13342.75,13868.862,13638.584620992675,14099.139399245307
2025-06-29 17:00:00+00:00,13785.25,14152.229,13921.950844987192,14382.505623239826
2025-06-29 18:00:00+00:00,14036.5,13841.28,13611.002762676671,14071.557540929305
2025-06-29 19:00:00+00:00,13400.75,13563.339,13333.061505076847,13793.61628332948
2025-06-29 20:00:00+00:00,13460.25,13282.773,13052.495615271417,13513.05039352405
2025-06-29 21:00:00+00:00,12970.25,12626.055,12395.777597625543,12856.332375878175
2025-06-29 22:00:00+00:00,12360.25,11901.361,11671.084372154857,12131.639150407489
2025-06-29 23:00:00+00:00,12190.75,11464.916,11234.638298011922,11695.193076264553
2025-06-30 00:00:00+00:00,12036.0,11183.21,10952.932357168607,11413.48713542124
2025-06-30 01:00:00+00:00,12048.0,11168.456,10938.178420192722,11398.733198445352
2025-06-30 02:00:00+00:00,12303.75,11330.987,11100.710131718035,11561.264909970665
2025-06-30 03:00:00+00:00,13069.5,12244.815,12014.537824373967,12475.092602626599
2025-06-30 04:00:00+00:00,15053.5,13709.714,13479.43651388598,13939.991292138613
2025-06-30 05:00:00+00:00,16437.25,15598.665,15368.387979702187,15828.942757954821
2025-06-30 06:00:00+00:00,17356.5,16569.373,16339.095102931682,16799.649881184316
2025-06-30 07:00:00+00:00,17652.75,16984.025,16753.74826321261,17214.303041465242
2025-06-30 08:00:00+00:00,17782.0,17576.555,17346.278221988792,17806.833000241426
2025-06-30 09:00:00+00:00,17694.75,17835.486,17605.20979915013,18065.764577402762
2025-06-30 10:00:00+00:00,17527.0,17568.088,17337.810157595766,17798.3649358484
2025-06-30 11:00:00+00:00,17383.25,17076.18,16845.903199105436,17306.45797735807
2025-06-30 12:00:00+00:00,16836.25,16564.55,16334.273525314247,16794.82830356688
2025-06-30 13:00:00+00:00,16656.25,16204.367,15974.089488805035,16434.64426705767
2025-06-30 14:00:00+00:00,16469.25,16229.688,15999.410609147453,16459.965387400087
2025-06-30 15:00:00+00:00,16588.5,16416.576,16186.298463256167,16646.8532415088
2025-06-30 16:00:00+00:00,16973.25,16581.447,16351.169584659407,16811.72436291204
2025-06-30 17:00:00+00:00,16464.75,16612.244,16381.966554556811,16842.521332809443
2025-06-30 18:00:00+00:00,16001.5,16161.606,15931.328626321943,16391.883404574575
2025-06-30 19:00:00+00:00,15392.5,15658.99,15428.712669660425,15889.267447913056
2025-06-30 20:00:00+00:00,14993.0,15063.163,14832.885993443619,15293.440771696252
2025-06-30 21:00:00+00:00,14157.5,14001.938,13771.660766790306,14232.21554504294
2025-06-30 22:00:00+00:00,14176.5,13148.789,12918.512122971279,13379.066901223912
2025-06-30 23:00:00+00:00,13637.75,12715.421,12485.143851321505,12945.698629574139
2025-07-01 00:00:00+00:00,13356.75,12601.524,12371.2467170724,12831.801495325031
2025-07-01 01:00:00+00:00,13522.25,12535.566,12305.28906427552,12765.843842528151
2025-07-01 02:00:00+00:00,13758.5,12807.884,12577.606684821843,13038.161463074477
2025-07-01 03:00:00+00:00,14553.75,13454.089,13223.81108473451,13684.365862987144
2025-07-01 04:00:00+00:00,16192.5,15489.225,15258.947376213368,15719.502154466
2025-07-01 05:00:00+00:00,17260.5,16893.766,16663.487740070163,17124.042518322796
2025-07-01 06:00:00+00:00,17943.75,17729.207,17498.929211761486,17959.48399001412
2025-07-01 07:00:00+00:00,18088.75,18118.703,17888.42530169126,18348.98007994389
2025-07-01 08:00:00+00:00,17980.5,18360.33,18130.053418915955,18590.60819716859
2025-07-01 09:00:00+00:00,18012.75,18471.41,18241.13261524671,18701.687393499345
2025-07-01 10:00:00+00:00,17757.0,18314.195,18083.917565267493,18544.472343520123
2025-07-01 11:00:00+00:00,17636.75,18103.182,17872.903842119573,18333.458620372206
2025-07-01 12:00:00+00:00,17488.0,17852.178,17621.9009846176,18082.45576287023
2025-07-01 13:00:00+00:00,17196.25,17582.535,17352.257622027937,17812.81240028057
2025-07-01 14:00:00+00:00,17354.0,17339.893,17109.616032961472,17570.170811214106
2025-07-01 15:00:00+00:00,18097.75,17203.945,16973.668718921293,17434.223497173927
2025-07-01 16:00:00+00:00,17899.5,17346.621,17116.344513594337,17576.89929184697
2025-07-01 17:00:00+00:00,17641.5,17366.404,17136.127416883814,17596.682195136447
2025-07-01 18:00:00+00:00,17208.0,16895.062,16664.78421281663,17125.33899106926
2025-07-01 19:00:00+00:00,16506.25,16368.307,16138.029372930341,16598.584151182975
2025-07-01 20:00:00+00:00,15917.5,15777.915,15547.637502335478,16008.192280588111
2025-07-01 21:00:00+00:00,15302.5,14797.803,14567.525534355991,15028.080312608625
2025-07-01 22:00:00+00:00,14342.0,13959.672,13729.394883451772,14189.949661704404
2025-07-01 23:00:00+00:00,14019.25,13535.1,13304.821770250157,13765.37654850279
2025-07-02 00:00:00+00:00,13538.25,13238.994,13008.716481834654,13469.271260087286
2025-07-02 01:00:00+00:00,13458.0,13071.615,12841.337541543553,13301.892319796185
2025-07-02 02:00:00+00:00,13686.25,13274.15,13043.872638060891,13504.427416313523
2025-07-02 03:00:00+00:00,14344.75,14163.713,13933.435182648247,14393.98996090088
2025-07-02 04:00:00+00:00,16168.75,16051.665,15821.387217692454,16281.941995945088
2025-07-02 05:00:00+00:00,17403.75,17477.531,17247.254227110858,17707.809005363488
2025-07-02 06:00:00+00:00,18079.0,18266.215,18035.93700844699,18496.491786699622
2025-07-02 07:00:00+00:00,18662.5,18557.217,18326.940233158828,18787.49501141146
2025-07-02 08:00:00+00:00,18628.75,18811.771,18581.493679025556,19042.04845727819
2025-07-02 09:00:00+00:00,18730.25,19078.293,18848.01548128075,19308.57025953338
2025-07-02 10:00:00+00:00,18619.75,18892.732,18662.45473879014,19123.009517042774
2025-07-02 11:00:00+00:00,18229.25,18539.645,18309.36751999177,18769.9222982444
2025-07-02 12:00:00+00:00,17625.5,18200.197,17969.919335316055,18430.47411356869
2025-07-02 13:00:00+00:00,17397.0,18041.553,17811.275700793627,18271.83047904626
2025-07-02 14:00:00+00:00,17463.75,17924.258,17693.980711487926,18154.53548974056
2025-07-02 15:00:00+00:00,17717.75,17787.469,17557.191687707204,18017.746465959837
2025-07-02 16:00:00+00:00,18198.5,17655.377,17425.100177166263,17885.654955418897
2025-07-02 17:00:00+00:00,17896.75,17701.604,17471.32689958863,17931.881677841262
2025-07-02 18:00:00+00:00,17636.75,17233.12,17002.841870535252,17463.396648787882
2025-07-02 19:00:00+00:00,16583.75,16325.747,16095.469633054063,16556.024411306695
2025-07-02 20:00:00+00:00,15873.75,15696.807,15466.52910564402,15927.083883896652
2025-07-02 21:00:00+00:00,15146.0,14706.405,14476.127977957818,14936.682756210452
2025-07-02 22:00:00+00:00,14313.25,13774.802,13544.52437480278,14005.079153055412
2025-07-02 23:00:00+00:00,13979.5,13346.959,13116.681494631772,13577.236272884405
2025-07-03 00:00:00+00:00,13518.0,13161.875,12931.597897031435,13392.152675284067
2025-07-03 01:00:00+00:00,13195.0,13108.352,12878.074177348342,13338.628955600976
2025-07-03 02:00:00+00:00,13387.75,13334.742,13104.465177142569,13565.0199553952
2025-07-03 03:00:00+00:00,14261.75,13995.351,13765.072780682407,14225.627558935039
2025-07-03 04:00:00+00:00,16290.25,15772.631,15542.35387921698,16002.908657469614
2025-07-03 05:00:00+00:00,17416.75,17207.838,16977.560484324593,17438.115262577227
2025-07-03 06:00:00+00:00,18503.75,18264.35,18034.073025000045,18494.62780325268
2025-07-03 07:00:00+00:00,18693.25,18654.123,18423.84507434281,18884.399852595445
2025-07-03 08:00:00+00:00,18494.0,18878.82,18648.543098345777,19109.09787659841
2025-07-03 09:00:00+00:00,18338.75,19305.865,19075.587104517443,19536.141882770076
2025-07-03 10:00:00+00:00,17765.25,19071.76,18841.482653524534,19302.037431777164
2025-07-03 11:00:00+00:00,17479.5,18694.625,18464.348069936732,18924.902848189366
2025-07-03 12:00:00+00:00,17236.75,18105.244,17874.967669807273,18335.522448059906
2025-07-03 13:00:00+00:00,16826.25,17973.8,17743.52414415772,18204.078922410354
2025-07-03 14:00:00+00:00,16529.75,17643.783,17413.506025765528,17874.06080401816
2025-07-03 15:00:00+00:00,17028.0,17470.342,17240.064696425907,17700.61947467854
2025-07-03 16:00:00+00:00,17199.25,17379.324,17149.047212925216,17609.60199117785
2025-07-03 17:00:00+00:00,17084.75,17160.635,16930.3568387555,17390.911617008132
2025-07-03 18:00:00+00:00,16390.5,16537.982,16307.704426308113,16768.259204560745
2025-07-03 19:00:00+00:00,15612.0,15893.287,15663.009645724516,16123.564423977148
2025-07-03 20:00:00+00:00,15122.0,15168.485,14938.208015860335,15398.762794112967
2025-07-03 21:00:00+00:00,14404.25,14040.024,13809.746686529346,14270.30146478198
2025-07-03 22:00:00+00:00,13727.25,13019.351,12789.07341060276,13249.628188855393
2025-07-03 23:00:00+00:00,13243.0,12581.222,12350.944084633298,12811.498862885932
2025-07-04 00:00:00+00:00,13018.5,12325.445,12095.167598719308,12555.722376971942
2025-07-04 01:00:00+00:00,13090.25,12291.214,12060.936225070272,12521.491003322906
2025-07-04 02:00:00+00:00,13288.0,12433.005,12202.727390434286,12663.282168686917
2025-07-04 03:00:00+00:00,13941.75,13112.113,12881.835842809673,13342.390621062304
2025-07-04 04:00:00+00:00,15603.0,14861.933,14631.654997955427,15092.209776208061
2025-07-04 05:00:00+00:00,16941.0,16497.676,16267.399053531972,16727.953831784605
2025-07-04 06:00:00+00:00,17429.0,17428.168,17197.89102309779,17658.445801350423
2025-07-04 07:00:00+00:00,17590.5,17803.004,17572.727062607733,18033.281840860367
2025-07-04 08:00:00+00:00,17507.0,18047.121,17816.843508877184,18277.398287129818
2025-07-04 09:00:00+00:00,17297.5,18035.367,17805.090085640273,18265.644863892907
