date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2025-03-20 00:00:00+00:00,,13699.3,13469.022818273152,13929.577596525785
2025-03-20 01:00:00+00:00,,13701.746,13471.469066022239,13932.023844274872
2025-03-20 02:00:00+00:00,,13877.855,13647.57794713595,14108.132725388583
2025-03-20 03:00:00+00:00,,14496.289,14266.011374383976,14726.56615263661
2025-03-20 04:00:00+00:00,,16620.178,16389.900974471366,16850.455752724
2025-03-20 05:00:00+00:00,,18377.094,18146.816192882423,18607.370971135057
2025-03-20 06:00:00+00:00,,19192.559,18962.281120262393,19422.835898515026
2025-03-20 07:00:00+00:00,,19395.621,19165.344328657575,19625.89910691021
2025-03-20 08:00:00+00:00,,19503.586,19273.30950910926,19733.864287361892
2025-03-20 09:00:00+00:00,,19643.217,19412.93994244735,19873.494720699982
2025-03-20 10:00:00+00:00,,19375.787,19145.508781834877,19606.06356008751
2025-03-20 11:00:00+00:00,,18968.766,18738.488766216287,19199.04354446892
2025-03-20 12:00:00+00:00,,18398.373,18168.094910195432,18628.649688448066
2025-03-20 13:00:00+00:00,,17830.453,17600.174964926784,18060.729743179418
2025-03-20 14:00:00+00:00,,17427.176,17196.897669803748,17657.45244805638
2025-03-20 15:00:00+00:00,,17642.998,17412.720061167645,17873.27483942028
2025-03-20 16:00:00+00:00,,18446.148,18215.871431411066,18676.426209663696
2025-03-20 17:00:00+00:00,,18856.203,18625.925491681508,19086.48026993414
2025-03-20 18:00:00+00:00,,18583.494,18353.21673303645,18813.771511289084
2025-03-20 19:00:00+00:00,,17625.463,17395.185405586704,17855.740183839338
2025-03-20 20:00:00+00:00,,16618.176,16387.89917897249,16848.453957225123
2025-03-20 21:00:00+00:00,,15726.64,15496.361831271126,15956.91660952376
2025-03-20 22:00:00+00:00,,14772.871,14542.5937079121,15003.148486164731
2025-03-20 23:00:00+00:00,,14122.994,13892.716247975384,14353.271026228018
2025-03-21 00:00:00+00:00,,13893.891,13663.613100292941,14124.167878545573
2025-03-21 01:00:00+00:00,,13718.509,13488.231839988704,13948.786618241338
2025-03-21 02:00:00+00:00,,13750.936,13520.658244597464,13981.213022850097
2025-03-21 03:00:00+00:00,,14473.758,14243.480025993089,14704.034804245723
2025-03-21 04:00:00+00:00,,15578.209,15347.931293675229,15808.48607192786
2025-03-21 05:00:00+00:00,,17283.9,17053.62309685397,17514.177875106605
2025-03-21 06:00:00+00:00,,18536.324,18306.0467860348,18766.60156428743
2025-03-21 07:00:00+00:00,,18964.184,18733.90576104399,19194.460539296622
2025-03-21 08:00:00+00:00,,19059.14,18828.86396508078,19289.418743333415
2025-03-21 09:00:00+00:00,,19200.57,18970.293667203958,19430.84844545659
2025-03-21 10:00:00+00:00,,19179.63,18949.35294149277,19409.907719745403
2025-03-21 11:00:00+00:00,,18783.193,18552.91561728792,19013.47039554055
2025-03-21 12:00:00+00:00,,18037.004,17806.72639418877,18267.281172441402
2025-03-21 13:00:00+00:00,,17643.861,17413.58348217428,17874.138260426913
2025-03-21 14:00:00+00:00,,17320.393,17090.11596292213,17550.670741174763
2025-03-21 15:00:00+00:00,,17411.057,17180.77835405543,17641.333132308064
2025-03-21 16:00:00+00:00,,17876.793,17646.516027762067,18107.0708060147
2025-03-21 17:00:00+00:00,,18334.998,18104.7216525087,18565.276430761332
2025-03-21 18:00:00+00:00,,17803.355,17573.078298920143,18033.633077172773
2025-03-21 19:00:00+00:00,,16797.906,16567.629566331696,17028.18434458433
2025-03-21 20:00:00+00:00,,15900.358,15670.081461948439,16130.636240201073
2025-03-21 21:00:00+00:00,,14910.726,14680.447841140423,15141.002619393055
2025-03-21 22:00:00+00:00,,13996.291,13766.013155134098,14226.56793338673
2025-03-21 23:00:00+00:00,,13345.64,13115.362388519112,13575.917166771746
2025-03-22 00:00:00+00:00,,12989.643,12759.365357101102,13219.920135353734
2025-03-22 01:00:00+00:00,,13147.628,12917.350947458279,13377.905725710913
2025-03-22 02:00:00+00:00,,13515.568,13285.290516461839,13745.84529471447
2025-03-22 03:00:00+00:00,,14411.385,14181.10707926482,14641.661857517453
2025-03-22 04:00:00+00:00,,15603.323,15373.046177946619,15833.600956199252
2025-03-22 05:00:00+00:00,,17488.293,17258.015470635677,17718.57024888831
2025-03-22 06:00:00+00:00,,18487.084,18256.806137508305,18717.360915760935
2025-03-22 07:00:00+00:00,,18978.78,18748.501096801956,19209.05587505459
2025-03-22 08:00:00+00:00,,19062.64,18832.36392176709,19292.918700019723
2025-03-22 09:00:00+00:00,,19300.586,19070.309338830288,19530.86411708292
2025-03-22 10:00:00+00:00,,19200.324,18970.047550303425,19430.60232855606
2025-03-22 11:00:00+00:00,,18946.55,18716.272524579184,19176.827302831814
2025-03-22 12:00:00+00:00,,18287.64,18057.36259115841,18517.917369411043
2025-03-22 13:00:00+00:00,,17831.846,17601.568342011473,18062.123120264107
2025-03-22 14:00:00+00:00,,17470.086,17239.808017287818,17700.36279554045
2025-03-22 15:00:00+00:00,,17386.312,17156.0350551692,17616.589833421833
2025-03-22 16:00:00+00:00,,17690.559,17460.281313922595,17920.83609217523
2025-03-22 17:00:00+00:00,,17717.82,17487.543790293425,17948.09856854606
2025-03-22 18:00:00+00:00,,17197.342,16967.063632047826,17427.61841030046
2025-03-22 19:00:00+00:00,,16194.593,15964.315583966758,16424.87036221939
2025-03-22 20:00:00+00:00,,15166.847,14936.569569716143,15397.124347968776
2025-03-22 21:00:00+00:00,,14210.567,13980.289771414273,14440.844549666906
