date,gas_ampr_actual,hard_coal_ampr_actual,lignite_ampr_actual,renewables_ampr_actual,gas_ampr_fitted,hard_coal_ampr_fitted,lignite_ampr_fitted,renewables_ampr_fitted,gas_ampr_lower,hard_coal_ampr_lower,lignite_ampr_lower,renewables_ampr_lower,gas_ampr_upper,hard_coal_ampr_upper,lignite_ampr_upper,renewables_ampr_upper
2024-12-31 00:00:00+00:00,3568.5,832.75,2827.0,119.5,3343.6541707939928,751.1592448927447,3346.668970533161,152.90471566590278,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 01:00:00+00:00,3683.75,771.5,3254.0,113.0,3423.7001970883553,708.5269898233063,2982.1527248827806,149.5131481999271,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 02:00:00+00:00,3609.75,774.75,3414.25,111.0,3230.451699417301,693.1643689020816,3201.6203442603987,150.74718433678473,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 03:00:00+00:00,3620.5,647.25,3206.25,111.0,3169.4396653845683,638.2372319144933,3212.1480245148355,153.52349234651876,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 04:00:00+00:00,3778.75,405.75,3264.5,111.0,3348.824777874316,714.7756557625316,3332.524940604386,141.89963407476955,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 05:00:00+00:00,3835.25,460.0,3387.25,111.0,3168.814184681599,713.1632362047777,3278.8443474940095,149.24092131342078,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 06:00:00+00:00,4068.75,644.75,3543.25,354.5,3041.8352302345797,674.3619562452529,3967.176631060917,180.13721048128272,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 07:00:00+00:00,4312.5,653.5,3560.5,684.75,3132.2703045340313,815.1325312279484,4245.865661877352,265.13738191875797,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 08:00:00+00:00,4450.5,511.25,3727.25,440.5,2911.159918148936,762.2123443713358,4249.415161034258,239.28896145176864,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 09:00:00+00:00,4510.75,425.25,3739.5,114.0,2878.2321000609545,845.7445358522355,4286.05883300821,158.06419500380778,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 10:00:00+00:00,4350.25,416.0,3714.0,151.0,2749.8350283369837,791.7275244479578,3717.6629199048134,152.35710899953892,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 11:00:00+00:00,4036.25,417.25,3576.5,122.0,2309.505478297273,758.9014920198011,3608.1073231712694,146.712969318371,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 12:00:00+00:00,3774.75,438.5,3575.5,394.75,2393.834338604389,736.2940772215144,2806.208029449461,147.71690588530944,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 13:00:00+00:00,3724.25,659.5,3670.5,445.25,2537.6456564962405,756.4360472088545,3498.1858240743754,153.79617125439327,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 14:00:00+00:00,3914.5,824.5,3691.5,420.5,2298.978916148883,813.886051946484,3794.302151414368,202.5837716339672,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 15:00:00+00:00,4019.0,827.75,3689.0,262.5,2566.0010591718906,815.8089780125526,3805.3651974633653,341.1201187457196,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 16:00:00+00:00,3995.0,825.0,3644.0,163.0,3683.17046954304,634.2182219136347,3963.805258162764,597.6668066073729,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 17:00:00+00:00,4129.75,822.0,3309.75,171.25000000000003,2756.9774529411,699.0812986912941,3728.3541475414886,728.6645547673994,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 18:00:00+00:00,3656.25,753.25,2711.0,137.75,2547.7039031801255,818.0913069670087,3299.023593392911,392.0518182179708,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 19:00:00+00:00,2887.0,771.0,2400.75,128.0,2458.857883911156,693.3113005664081,2621.0163796389315,181.57642933899314,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 20:00:00+00:00,2395.25,553.75,2201.5,109.0,2743.172619052125,626.7131463436456,2245.1574322397964,173.74377359497888,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 21:00:00+00:00,2287.75,380.75,2100.0,243.25,2725.8583362916215,846.1476566727005,2412.33972652288,136.32794921534372,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 22:00:00+00:00,1374.25,378.5,1310.5,235.25,2448.8291101114246,812.2806452805917,2209.9185938528854,132.42319392826568,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2024-12-31 23:00:00+00:00,1194.5,126.25,1135.75,184.24999999999997,2197.7710535926594,540.473456145203,1987.9681338044593,121.534899127536,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 00:00:00+00:00,814.3333333333335,63.33333333333326,1265.0,151.33333333333337,1842.6366230819285,414.54701860065654,1749.7591308027556,137.07561365770556,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 01:00:00+00:00,831.0,67.0,1185.75,112.0,1483.4047446049256,419.6746248037904,1652.9625334471207,125.0740331845704,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 02:00:00+00:00,826.5,67.0,1186.0,204.5,1535.5487368282209,404.7952276419819,1763.7401175201783,121.40979787259488,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 03:00:00+00:00,849.75,68.0,1184.25,111.0,1399.950436338662,409.4587063114899,1747.6997301160561,108.87177762844618,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 04:00:00+00:00,885.5,79.0,1181.5,111.0,1230.0500464246013,356.9781370906319,1534.1790420743037,115.15102633655295,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 05:00:00+00:00,908.25,95.5,1187.5,111.0,1124.2691876098181,279.94761041052243,1305.8264267461914,118.61191786653785,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 06:00:00+00:00,927.5,97.25,1197.25,183.5,1075.7877575765851,305.8155056965552,1300.7412873466265,119.34684306377858,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 07:00:00+00:00,961.75,93.0,1196.5,112.0,1132.2768526054367,336.1636901734579,1439.7256909442017,166.4228824285873,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 08:00:00+00:00,976.5,92.5,1196.0,111.5,1651.1782831597795,353.56258926817054,1659.058175390179,168.31570254708038,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 09:00:00+00:00,976.25,92.0,1241.75,111.0,1410.2687175313922,324.11639001814774,1568.9917893404395,162.4170438772357,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 10:00:00+00:00,956.25,90.5,1239.75,122.75,1513.168687518724,357.305846288799,1701.668223181374,140.62032864792297,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
2025-01-01 11:00:00+00:00,959.0,89.0,1239.0,142.75,1292.0622918312247,265.19285539428756,1519.1091801429775,116.78130117508994,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381,3080.16001984127,1253.9603075396824,3629.0852380952383,395.5333630952381
